advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,primary_prod_sold,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char,channel_char,primary_prod_sold_char
191,0,0,1,1,1,0,0,1,2,7,86009185,9,106436,1,40,951344,44,3,819,17,5,2,false,false,true,South,Quigley,bank,va
192,0,0,0,0,1,1,0,0,7,0,681053286,12,968601,1,45,328086,75,3,529,7,4,7,false,false,false,NE,Griegio,bank,fixed
193,0,0,0,1,1,0,0,0,1,4,196370114,8,885836,19,44,304051,43,3,730,25,4,5,false,false,false,NE,Yang,bank,fixed
194,0,0,0,1,1,1,0,1,1,3,605013450,12,429494,1,34,76741,80,6,762,1,1,4,false,false,false,New York,Abbott,bank,va
195,0,0,0,1,0,0,0,1,3,2,751091514,10,8473254,28,38,295144,92,6,731,23,5,0,false,false,false,South,Werner,bank,va
196,0,0,0,1,1,1,0,1,1,5,379941377,12,1111081,1,45,163803,93,6,704,6,7,0,false,false,false,West,Funderburk,bank,va
197,0,0,0,1,1,0,0,1,3,3,1027091732,8,1259885,1,21,222213,100,0,742,15,0,0,false,false,true,California,Ojj,bank,va
198,0,0,0,1,0,1,1,1,4,3,70987730,4,141662,4,28,282148,98,6,783,21,0,5,false,false,true,California,Underwood,wirehouse,va
199,0,0,0,1,1,0,2,1,4,0,119091727,7,759875,8,29,213220,90,4,589,3,3,2,false,false,true,Texas,Chatterji,ria,va
200,0,0,0,0,1,0,0,1,2,4,298600130,12,1978994,3,25,486988,56,5,785,2,0,3,false,false,true,California,Bost,bank,va
201,0,0,0,0,0,0,1,1,5,5,36639133,7,125704,1,55,225943,98,4,503,14,3,1,false,false,true,Texas,Noth,wirehouse,va
202,0,0,0,0,1,1,0,0,7,6,66714417,9,888073,1,48,260467,83,4,702,5,3,5,false,false,true,Texas,English,bank,fixed
203,0,0,0,1,1,1,0,1,2,1,935400924,10,185940,1,42,152589,71,2,730,12,6,1,false,false,true,MidWest,Lula,bank,va
204,0,0,0,1,1,0,1,1,4,4,3036575682,2,509196,6,21,216951,86,3,817,10,2,4,false,false,true,Florida,Jasper,wirehouse,va
205,0,0,1,1,1,0,0,0,2,1,383834905,17,715933,1,74,472416,83,6,729,19,5,2,false,false,true,South,Szu,bank,fixed
206,0,0,1,1,1,0,0,1,5,2,35787238,2,21753,1,37,133829,14,3,528,3,4,5,false,false,true,NE,Chatterji,bank,va
207,0,0,0,1,1,0,0,1,4,7,2806220183,13,962005,15,31,347672,72,6,712,2,0,1,false,false,false,California,Bost,bank,va
208,0,0,1,1,1,1,0,1,3,6,730874711,2,966089,1,39,281995,100,5,795,23,3,0,false,false,false,Texas,Werner,bank,va
209,0,0,1,1,1,0,0,1,7,5,488114165,13,646208,3,61,176251,95,2,690,19,4,3,false,false,false,NE,Szu,bank,va
210,0,0,0,1,0,0,0,0,6,3,22429928,12,183708,1,29,171302,88,5,787,6,2,3,false,false,false,Florida,Funderburk,bank,fixed
211,0,0,0,1,1,0,0,1,1,4,3442416456,15,3451899,1,65,78714,9,5,777,4,1,0,false,false,true,New York,Devon,bank,va
212,0,0,1,0,1,1,1,1,3,2,3499384806,14,7335310,1,30,157724,83,5,703,6,7,1,false,false,false,West,Funderburk,wirehouse,va
213,0,0,1,0,1,1,0,1,3,7,56292891,9,268072,1,67,210421,69,0,782,7,2,0,false,false,false,Florida,Griegio,bank,va
214,0,0,0,0,1,0,1,0,1,2,852284771,5,4170869,37,28,257409,86,5,718,19,1,0,false,false,false,New York,Szu,wirehouse,fixed
215,0,0,0,1,0,0,0,1,2,3,24925972,1,55177,1,22,260036,89,3,810,23,7,1,false,false,false,West,Werner,bank,va
216,0,0,0,1,0,0,0,0,5,0,659245077,9,262937,1,32,201715,88,5,754,5,4,4,false,false,false,NE,English,bank,fixed
217,0,0,1,1,1,1,0,1,5,4,3121580327,9,9927,4,24,285613,88,5,759,1,5,1,false,false,false,South,Abbott,bank,va
218,0,0,0,1,1,0,0,1,0,1,57202044,4,512786,1,38,430126,73,6,703,12,6,1,false,false,false,MidWest,Lula,bank,va
219,0,0,1,0,0,0,0,1,1,1,786036228,8,600752,1,45,171319,69,6,712,4,4,0,false,false,false,NE,Devon,bank,va
220,0,0,0,0,1,0,0,0,3,3,937326010,4,696343,1,61,189393,90,3,796,17,2,2,false,false,true,Florida,Quigley,bank,fixed
221,0,0,0,1,1,1,0,1,7,0,715453928,6,1177725,34,36,919790,85,5,787,9,1,1,false,false,true,New York,Ingrid,bank,va
222,0,0,0,1,0,1,0,1,6,3,23739462,7,424890,1,50,86257,86,5,807,23,4,0,false,false,false,NE,Werner,bank,va
223,0,0,0,0,1,0,0,0,5,3,34652136,9,1856843,1,35,237828,64,6,739,14,4,3,false,false,true,NE,Noth,bank,fixed
224,0,0,1,1,1,0,2,0,4,4,4726796240,71,1057640,1,39,334372,90,4,758,19,2,0,false,false,true,Florida,Szu,ria,fixed
225,0,0,1,1,1,0,0,0,4,3,764784191,9,86266,1,30,264522,82,4,719,11,0,0,false,false,false,California,Kanumba,bank,fixed
226,0,0,1,0,0,0,0,1,5,4,71483604,4,1696126,1,39,294924,100,6,760,21,5,0,false,false,false,South,Underwood,bank,va
227,0,0,0,0,1,0,2,1,4,1,249525277,3,566329,1,66,237477,41,4,792,15,0,4,false,true,false,California,Ojj,ria,va
228,0,0,0,0,1,0,1,0,3,2,55385616,2,520905,6,62,87343,66,6,845,20,4,1,false,false,false,NE,Tavares,wirehouse,fixed
229,0,0,0,1,0,0,0,1,0,7,387282475,20,290784,1,22,182433,84,6,762,22,1,2,false,false,false,New York,Vasquez,bank,va
230,0,0,1,1,1,0,0,1,0,1,738306879,3,597075,1,49,478744,98,5,821,13,3,2,false,false,true,Texas,Mambwe,bank,va
231,0,0,0,0,1,0,0,1,3,1,511276454,4,81626,1,50,198672,88,4,775,9,4,5,false,false,false,NE,Ingrid,bank,va
232,0,0,0,1,1,1,0,0,7,5,293835934,5,1354849,1,38,348691,91,4,803,24,5,2,false,false,true,South,Xavier,bank,fixed
233,0,0,1,1,1,0,0,1,2,1,11130623,17,1702797,1,41,119064,88,4,759,22,5,2,false,false,true,South,Vasquez,bank,va
234,0,0,0,0,0,0,0,1,1,4,62351505,5,95161,2,41,808285,85,4,807,7,4,1,false,false,true,NE,Griegio,bank,va
235,0,0,1,1,0,0,0,1,0,5,617703594,10,40380,1,19,153126,67,2,611,7,1,1,false,false,false,New York,Griegio,bank,va
236,0,0,0,1,1,0,0,1,7,4,837883287,2,314278,38,52,436370,94,2,791,13,5,4,false,false,false,South,Mambwe,bank,va
237,0,0,0,1,0,0,0,1,1,2,254137415,5,13952,1,21,331686,85,3,620,8,3,1,true,true,false,Texas,Hassan,bank,va
238,0,0,0,0,1,0,0,1,7,4,137553982,2,946457,1,68,142987,86,6,701,4,2,0,false,false,false,Florida,Devon,bank,va
239,0,0,1,0,1,1,0,1,1,3,655654254,5,998981,1,39,288237,52,2,743,25,4,0,false,false,false,NE,Yang,bank,va
240,0,0,1,1,0,0,0,1,4,5,85781026,12,7459729,1,66,220041,75,4,777,9,5,0,false,false,false,South,Ingrid,bank,va
241,0,0,0,1,1,1,0,1,4,3,1239374208,6,226097,4,74,239293,97,6,747,23,2,1,false,false,false,Florida,Werner,bank,va
242,0,0,0,0,1,0,0,1,4,3,410965220,14,442017,32,45,228473,64,6,731,24,3,1,false,false,false,Texas,Xavier,bank,va
243,0,0,0,1,0,0,0,1,3,0,366955228,3,1767644,1,28,127910,99,5,760,8,2,1,false,true,false,Florida,Hassan,bank,va
244,0,0,0,0,0,1,0,0,2,1,633913989,10,75426,19,46,277935,72,4,733,21,3,5,false,false,true,Texas,Underwood,bank,fixed
245,0,0,0,1,0,1,0,1,3,7,923969564,15,527744,1,50,429052,97,2,795,21,3,2,false,false,false,Texas,Underwood,bank,va
246,0,0,0,0,1,1,1,1,1,3,644024904,13,6641246,1,59,184672,92,4,730,14,3,4,false,false,false,Texas,Noth,wirehouse,va
247,0,0,1,0,1,0,0,1,4,5,884730412,8,2109200,3,74,275975,83,5,778,16,1,4,false,false,true,New York,Patel,bank,va
248,0,0,0,0,1,0,1,0,3,3,412510506,3,444202,1,50,248696,88,4,799,1,4,4,false,false,false,NE,Abbott,wirehouse,fixed
249,0,0,0,0,1,1,1,1,4,4,512922743,3,6525046,1,36,94540,91,3,818,22,4,3,true,false,true,NE,Vasquez,wirehouse,va
250,0,0,1,1,0,1,0,1,2,4,914731800,17,394439,1,31,226200,85,2,785,21,1,1,false,false,true,New York,Underwood,bank,va
251,0,0,1,0,0,0,0,1,5,1,864084275,17,441701,1,45,390356,86,6,731,9,6,0,false,false,true,MidWest,Ingrid,bank,va
252,0,0,0,1,0,1,2,1,4,6,24256345,8,97627,1,44,163136,72,5,757,4,3,0,false,false,true,Texas,Devon,ria,va
253,0,0,0,1,0,0,0,1,4,5,87439646,12,3961107,12,64,148454,93,4,756,15,4,2,false,false,false,NE,Ojj,bank,va
254,0,0,1,0,0,0,0,1,3,6,965228024,8,1409686,10,43,149105,88,5,731,14,4,2,false,false,false,NE,Noth,bank,va
255,0,0,1,1,0,0,0,1,4,3,574235409,3,1474523,1,44,620518,86,6,779,22,2,1,false,false,false,Florida,Vasquez,bank,va
256,0,0,0,0,1,0,0,1,2,4,55670281,4,4800906,1,51,308946,86,4,764,20,2,2,false,false,false,Florida,Tavares,bank,va
257,0,0,0,1,1,0,0,0,6,2,615680800,11,989764,1,71,207611,98,1,716,23,3,1,false,true,false,Texas,Werner,bank,fixed
258,0,0,0,0,1,0,0,1,7,0,432140592,8,355242,2,42,306836,89,6,779,25,5,4,false,false,true,South,Yang,bank,va
259,0,0,1,0,0,0,0,1,3,3,836014608,11,1258339,1,29,212806,80,6,660,19,0,3,false,false,true,California,Szu,bank,va
260,0,0,1,1,1,0,0,0,1,3,163812456,1,382186,1,45,269051,85,5,754,6,0,3,false,false,true,California,Funderburk,bank,fixed
261,0,0,0,0,0,0,0,1,3,1,152631725,19,759677,26,22,366026,59,6,714,22,4,2,false,false,true,NE,Vasquez,bank,va
262,0,0,0,1,1,0,0,0,3,0,12600184,16,2839417,1,39,143500,83,1,779,14,0,4,true,false,true,California,Noth,bank,fixed
263,0,0,1,0,1,1,0,1,3,6,920034483,6,1516566,31,24,273605,52,6,742,7,2,2,false,false,false,Florida,Griegio,bank,va
264,0,0,0,0,1,0,0,1,7,0,32878231,12,1287985,1,23,266176,87,5,701,20,3,2,false,false,true,Texas,Tavares,bank,va
265,0,0,0,1,1,0,0,1,2,3,939718815,69,1932186,1,39,187498,82,5,740,15,1,4,false,false,false,New York,Ojj,bank,va
266,0,0,0,0,1,1,0,1,4,2,3476574626,4,1322360,3,31,64810,57,5,755,25,0,5,false,false,true,California,Yang,bank,va
267,0,0,0,0,0,1,0,1,1,1,739728028,7,37433,3,69,751953,87,3,689,1,5,2,false,false,false,South,Abbott,bank,va
268,0,0,0,0,0,0,0,1,3,3,490274204,12,1863650,6,20,150853,87,1,762,24,3,1,false,false,true,Texas,Xavier,bank,va
269,0,0,0,1,0,0,0,1,2,2,33395382,13,9120473,6,21,85684,64,5,815,22,3,2,false,false,false,Texas,Vasquez,bank,va
270,0,0,0,1,1,0,2,0,2,1,1502033615,10,5723,8,51,236879,99,5,704,15,1,0,false,false,true,New York,Ojj,ria,fixed
271,0,0,1,1,1,0,2,0,7,2,23869573,9,990910,1,38,946775,91,5,777,12,0,1,false,false,false,California,Lula,ria,fixed
272,0,0,1,0,1,1,0,1,5,5,1438188651,6,9037596,7,40,66719,84,4,761,18,7,4,false,false,false,West,Rodriguez,bank,va
273,0,0,1,0,0,0,0,0,2,6,781271014,5,254872,1,70,212353,95,5,799,12,2,6,false,false,true,Florida,Lula,bank,fixed
274,0,0,0,1,1,0,0,1,7,0,4285067099,9,1167837,1,32,97756,100,1,804,1,5,3,false,false,false,South,Abbott,bank,va
275,0,0,0,0,1,0,1,1,1,3,3252714972,7,226281,1,40,62424,88,3,701,3,2,2,false,false,true,Florida,Chatterji,wirehouse,va
276,0,0,0,1,1,1,0,0,3,1,159478692,18,1201039,2,64,165778,90,5,713,9,0,2,false,false,false,California,Ingrid,bank,fixed
277,0,0,1,0,1,0,0,0,3,7,3822846600,3,706396,8,41,219386,65,6,795,1,4,2,false,false,false,NE,Abbott,bank,fixed
278,0,0,0,1,1,0,0,1,4,4,435360118,11,768652,1,33,89371,81,5,845,15,0,5,false,false,false,California,Ojj,bank,va
279,0,0,0,0,0,0,0,1,2,0,59567752,71,1219388,19,36,88560,80,1,768,9,5,1,false,true,true,South,Ingrid,bank,va
280,0,0,0,1,1,1,1,1,2,7,1130680854,8,73864,1,43,279685,69,2,736,4,4,0,false,false,false,NE,Devon,wirehouse,va
281,0,0,0,0,1,0,0,1,6,4,408585373,5,1398988,1,41,150742,100,6,749,19,3,2,false,false,false,Texas,Szu,bank,va
282,0,0,0,0,1,1,1,0,1,6,27389192,7,1336618,1,39,183436,81,1,788,20,3,2,false,false,false,Texas,Tavares,wirehouse,fixed
283,0,0,0,0,0,1,0,1,3,1,49195319,12,1523859,1,20,276260,80,5,721,24,4,3,false,false,true,NE,Xavier,bank,va
284,0,0,0,0,1,0,0,0,7,4,917817067,9,259990,1,50,202891,51,4,738,10,5,0,false,false,false,South,Jasper,bank,fixed
285,0,0,1,1,0,0,1,1,6,4,493785115,5,1452350,1,22,77678,83,0,749,16,5,2,false,false,true,South,Patel,wirehouse,va
286,0,0,0,1,1,1,0,0,7,5,86769487,5,438549,1,28,267098,77,5,818,25,6,1,false,false,false,MidWest,Yang,bank,fixed
287,0,0,1,0,1,0,0,0,5,1,1899294307,7,122297,1,21,258200,99,5,745,8,1,0,false,false,true,New York,Hassan,bank,fixed
288,0,0,1,0,1,0,0,1,5,0,15679266,11,2372419,1,46,235053,96,2,773,10,5,4,false,false,true,South,Jasper,bank,va
289,0,0,0,0,1,1,0,0,7,1,527167372,8,101456,5,52,73557,10,6,846,24,2,1,false,false,false,Florida,Xavier,bank,fixed
290,0,0,1,0,0,0,0,0,0,0,300023312,3,5058934,2,27,210418,80,5,771,9,3,0,false,false,true,Texas,Ingrid,bank,fixed
291,0,0,1,0,1,0,0,1,1,1,798560775,8,234527,13,36,209489,8,6,740,1,5,2,false,false,false,South,Abbott,bank,va
292,0,0,1,0,1,1,0,1,1,2,2166757521,2,4996574,1,63,107313,90,3,688,3,5,0,false,false,false,South,Chatterji,bank,va
293,0,0,0,1,0,1,1,1,7,7,22086605,8,370473,1,22,406807,45,6,843,14,6,4,false,false,false,MidWest,Noth,wirehouse,va
294,0,0,0,1,1,0,2,1,2,1,215493973,2,1332018,1,35,455039,87,1,714,13,6,3,false,false,false,MidWest,Mambwe,ria,va
295,0,0,1,1,0,0,0,0,1,0,1083628573,2,91379,5,23,193911,84,6,774,21,5,0,false,false,false,South,Underwood,bank,fixed
296,0,0,0,0,0,0,0,0,4,6,559176810,18,1194431,1,80,174110,54,3,767,15,0,2,false,false,true,California,Ojj,bank,fixed
297,0,0,0,1,1,0,0,1,2,1,43866142,9,413628,13,31,218450,72,5,759,15,5,2,false,false,false,South,Ojj,bank,va
298,0,0,0,1,1,0,1,1,0,2,4177217278,6,178899,5,38,448888,96,6,767,20,5,1,false,false,false,South,Tavares,wirehouse,va
299,0,0,0,1,1,1,0,0,0,6,12746040,3,1774825,17,58,234867,32,4,657,10,2,1,false,false,true,Florida,Jasper,bank,fixed
300,0,0,0,0,1,0,1,0,7,2,104787960,18,1657229,1,19,240807,93,6,534,7,5,0,false,false,false,South,Griegio,wirehouse,fixed
301,0,0,0,0,1,0,1,1,7,4,53963232,1,315069,1,38,256601,89,4,708,1,4,3,false,false,false,NE,Abbott,wirehouse,va
302,0,0,1,1,1,0,0,0,4,2,716845047,5,334643,5,40,225623,64,1,786,14,1,3,false,false,true,New York,Noth,bank,fixed
303,0,0,0,0,1,1,1,1,3,7,890083638,10,67482,1,40,229314,82,4,725,2,5,2,false,false,true,South,Bost,wirehouse,va
304,0,0,0,1,0,1,0,0,4,3,850234014,4,927388,3,69,173104,15,4,781,15,1,5,false,false,false,New York,Ojj,bank,fixed
305,0,0,1,0,0,1,2,0,3,3,1501922056,20,1623079,3,39,210313,76,6,706,13,6,0,false,false,false,MidWest,Mambwe,ria,fixed
306,0,0,0,1,1,1,0,0,3,4,849537643,1,41551,9,27,62369,84,4,807,16,1,6,false,false,false,New York,Patel,bank,fixed
307,0,0,1,1,1,1,0,1,2,2,377707702,4,1141062,1,38,87746,87,4,714,18,5,0,false,false,false,South,Rodriguez,bank,va
308,0,0,0,1,1,1,0,1,6,0,1883721432,3,1624168,1,37,266024,64,6,756,24,3,4,false,false,true,Texas,Xavier,bank,va
309,0,0,1,1,1,1,0,0,4,7,37586082,1,52942,1,61,261618,85,1,746,19,5,4,false,false,true,South,Szu,bank,fixed
310,0,0,0,1,1,0,1,1,3,5,917268745,11,986198,1,76,63299,87,0,797,12,5,0,false,false,true,South,Lula,wirehouse,va
311,0,0,1,0,0,0,1,1,2,1,382599128,4,950336,1,38,112616,63,4,847,25,3,4,false,false,true,Texas,Yang,wirehouse,va
312,0,0,0,1,0,1,0,1,2,2,3062233911,5,998851,1,21,563731,57,5,742,16,0,2,false,false,false,California,Patel,bank,va
313,0,0,0,1,1,1,0,0,5,1,3890193772,84,1628150,6,80,196880,93,6,842,18,2,2,false,false,true,Florida,Rodriguez,bank,fixed
314,0,0,0,1,1,0,0,1,7,6,909250184,5,1274832,1,67,92180,88,5,803,11,1,4,false,false,true,New York,Kanumba,bank,va
315,0,0,0,1,0,0,0,0,2,1,70022065,9,241143,1,73,392757,85,3,831,7,0,1,false,false,false,California,Griegio,bank,fixed
316,0,0,0,1,0,0,0,1,5,0,83281702,8,993635,1,32,209733,91,6,665,22,2,0,false,false,true,Florida,Vasquez,bank,va
317,0,0,1,1,0,0,0,1,1,2,1307556031,2,245719,1,49,415978,67,2,767,18,2,1,false,false,true,Florida,Rodriguez,bank,va
318,0,0,0,0,1,0,0,1,2,5,841872074,6,997597,1,44,150280,71,3,802,20,2,2,false,false,false,Florida,Tavares,bank,va
319,0,0,0,0,1,0,1,1,3,2,669762653,11,1374312,3,70,147699,92,5,815,22,1,2,false,false,false,New York,Vasquez,wirehouse,va
320,0,0,0,0,1,0,0,0,0,3,603398789,4,866772,1,37,64737,67,5,703,16,0,2,true,false,false,California,Patel,bank,fixed
321,0,0,1,1,1,1,0,0,3,7,715104559,11,110679,1,45,552476,84,3,695,15,3,0,false,false,false,Texas,Ojj,bank,fixed
322,0,0,0,0,1,1,1,1,3,1,83488237,3,221860,1,68,169452,100,1,710,7,1,0,false,false,true,New York,Griegio,wirehouse,va
323,0,0,0,1,0,0,0,1,4,7,3529226362,11,1743117,3,41,173634,90,6,667,11,3,7,false,false,false,Texas,Kanumba,bank,va
324,0,0,0,1,1,0,1,1,6,2,704000419,9,1945955,1,20,236350,7,4,829,1,0,1,false,false,true,California,Abbott,wirehouse,va
325,0,0,0,1,1,0,0,1,0,0,158939286,3,1117372,2,35,456641,73,5,728,13,2,4,false,false,false,Florida,Mambwe,bank,va
326,0,0,0,1,0,0,1,0,3,6,798483114,9,6064159,1,48,273206,82,4,696,11,7,1,false,false,true,West,Kanumba,wirehouse,fixed
327,0,0,1,1,0,1,0,0,2,3,801104283,17,1974768,4,27,322485,37,4,790,8,2,3,false,false,true,Florida,Hassan,bank,fixed
328,0,0,0,1,1,0,0,0,6,0,764442196,23,5486357,26,19,284812,80,2,585,11,0,3,false,false,false,California,Kanumba,bank,fixed
329,0,0,0,1,0,0,0,1,6,4,877507123,4,192102,1,28,220504,99,4,796,17,5,4,false,false,true,South,Quigley,bank,va
330,0,0,1,1,0,1,0,1,6,4,834149258,8,10170,22,32,156595,89,4,819,7,0,0,false,false,false,California,Griegio,bank,va
331,0,0,1,1,1,0,1,1,3,3,659185715,3,354040,1,31,259634,87,4,743,17,5,1,false,false,true,South,Quigley,wirehouse,va
332,0,0,1,1,1,0,2,0,2,3,1711736305,10,843016,1,43,247712,83,4,785,15,4,0,false,false,false,NE,Ojj,ria,fixed
333,0,0,0,0,1,0,0,0,3,5,68189062,6,782381,10,41,263448,66,4,745,19,4,0,false,false,false,NE,Szu,bank,fixed
334,0,0,0,1,1,0,2,1,4,5,12716923,12,42665,1,39,837823,60,3,785,20,0,1,false,false,true,California,Tavares,ria,va
335,0,0,0,0,1,0,0,0,6,1,3481189344,10,280676,3,28,130548,84,4,797,16,5,5,false,false,false,South,Patel,bank,fixed
336,0,0,0,1,0,0,0,0,4,0,66767790,9,6971230,8,43,124680,95,5,754,22,5,4,false,false,true,South,Vasquez,bank,fixed
337,0,0,1,0,1,0,0,1,2,2,198936162,14,817920,6,28,454071,90,6,713,19,4,1,false,false,true,NE,Szu,bank,va
338,0,0,1,1,1,0,0,1,7,0,857777571,4,1053485,1,19,222391,86,5,745,24,4,1,false,false,false,NE,Xavier,bank,va
339,0,0,0,0,1,1,1,0,4,1,80977355,9,386601,4,36,265830,97,5,792,4,1,2,false,false,false,New York,Devon,wirehouse,fixed
340,0,0,0,0,0,0,0,0,4,6,745728472,11,1072969,1,68,291811,85,1,778,16,0,2,false,false,false,California,Patel,bank,fixed
341,0,0,1,1,1,0,2,0,3,1,63088148,10,456156,4,30,107267,82,6,784,6,5,3,false,false,false,South,Funderburk,ria,fixed
342,0,0,0,1,1,0,0,1,3,1,505605307,11,390601,1,61,396778,67,6,671,17,5,0,false,false,false,South,Quigley,bank,va
343,0,0,0,1,0,1,0,1,4,3,15481129,10,1992318,3,61,62734,59,5,765,20,4,2,false,false,false,NE,Tavares,bank,va
344,0,0,1,1,0,0,2,1,3,2,39362156,12,1306807,1,23,152719,97,6,753,14,6,3,false,false,false,MidWest,Noth,ria,va
345,0,0,1,0,1,1,0,0,4,0,3088121928,10,5960572,1,67,277662,91,1,806,21,3,3,false,false,false,Texas,Underwood,bank,fixed
346,0,0,1,0,0,0,1,1,2,2,933148130,12,329560,1,52,348570,85,5,564,7,5,0,false,false,true,South,Griegio,wirehouse,va
347,0,0,0,1,0,1,0,1,0,3,602899756,4,579349,1,55,332227,88,3,836,5,2,0,false,false,false,Florida,English,bank,va
348,0,0,0,0,1,1,1,1,4,3,4721874697,10,163314,1,65,149771,92,6,787,18,3,0,false,false,false,Texas,Rodriguez,wirehouse,va
349,0,0,0,0,0,1,0,0,2,2,242670873,12,76459,1,24,291908,87,5,778,12,3,4,false,false,false,Texas,Lula,bank,fixed
350,0,0,1,1,1,1,1,1,3,3,382655638,2,729758,1,29,269640,34,5,712,12,2,1,false,false,true,Florida,Lula,wirehouse,va
351,0,0,0,1,0,0,1,0,6,3,800228917,3,713890,1,40,736959,78,3,730,24,1,2,false,false,false,New York,Xavier,wirehouse,fixed
352,0,0,0,1,1,0,1,1,6,4,2688762054,6,505243,1,68,87303,88,6,829,25,4,1,false,false,false,NE,Yang,wirehouse,va
353,0,0,0,0,1,0,0,0,2,0,80166545,8,6570461,2,41,186455,93,3,709,10,3,4,false,false,false,Texas,Jasper,bank,fixed
354,0,0,1,1,1,0,0,0,5,0,321029562,1,23176,1,32,205472,88,6,624,15,3,5,false,false,false,Texas,Ojj,bank,fixed
355,0,0,0,1,0,0,1,1,1,4,841667291,9,2856655,1,51,171330,94,4,657,17,4,1,false,false,false,NE,Quigley,wirehouse,va
356,0,0,0,0,1,1,0,1,3,5,858589726,17,802413,1,21,69422,91,4,792,14,3,3,false,false,false,Texas,Noth,bank,va
357,0,0,0,0,0,0,0,0,7,4,255979975,8,717660,14,28,352311,88,4,722,14,5,0,false,false,false,South,Noth,bank,fixed
358,0,0,0,1,1,0,0,1,1,3,4020208208,11,2304291,1,50,97780,84,4,766,20,5,0,false,false,false,South,Tavares,bank,va
359,0,0,0,1,0,1,0,0,0,2,84532100,12,718804,1,40,480158,92,5,666,14,1,4,false,false,false,New York,Noth,bank,fixed
360,0,0,0,1,1,0,0,0,4,0,806189774,8,5772047,1,69,476138,77,4,567,25,4,4,false,false,true,NE,Yang,bank,fixed
361,0,0,0,1,1,1,0,1,2,0,287878673,4,132952,1,39,451477,35,5,738,21,4,1,false,false,false,NE,Underwood,bank,va
362,0,0,0,0,1,0,2,1,3,1,4781221723,4,156309,1,55,115966,82,4,522,8,7,0,false,false,false,West,Hassan,ria,va
363,0,0,0,1,1,0,0,0,1,3,1603353675,10,4335279,1,44,87736,99,1,641,4,0,5,false,false,false,California,Devon,bank,fixed
364,0,0,0,1,0,0,0,0,3,5,468751090,5,321584,1,21,782427,34,4,525,18,1,2,false,false,false,New York,Rodriguez,bank,fixed
365,0,0,0,1,1,0,1,1,1,1,99623661,15,1269868,1,40,275529,34,4,845,20,3,4,false,false,true,Texas,Tavares,wirehouse,va
366,0,0,1,1,1,1,1,0,1,0,821932554,12,496428,1,40,223743,89,6,771,25,6,3,false,false,false,MidWest,Yang,wirehouse,fixed
367,0,0,1,0,1,0,0,1,2,3,2092770796,3,257611,1,32,259802,93,6,656,10,4,3,true,false,false,NE,Jasper,bank,va
368,0,0,0,0,1,0,0,1,2,2,86128333,20,1021647,1,58,100140,69,6,767,22,1,4,false,false,true,New York,Vasquez,bank,va
369,0,0,0,1,1,1,1,1,5,5,975403093,9,94809,13,54,217615,92,1,788,15,4,1,false,false,true,NE,Ojj,wirehouse,va
370,0,0,0,0,1,0,0,0,2,6,82553470,10,1474028,1,42,138773,81,3,725,3,7,0,false,false,false,West,Chatterji,bank,fixed
371,0,0,0,1,0,0,1,1,0,3,2027945894,11,472735,26,24,113057,52,6,719,6,0,2,false,false,true,California,Funderburk,wirehouse,va
372,0,0,0,1,1,0,0,1,2,4,806027805,10,916283,1,26,480345,67,0,735,7,7,1,false,false,false,West,Griegio,bank,va
373,0,0,0,0,0,0,1,1,6,3,981506157,6,440266,1,43,59430,71,6,797,20,2,1,false,false,false,Florida,Tavares,wirehouse,va
374,0,0,0,0,1,0,0,1,1,6,742295168,16,1735318,1,71,169612,99,3,775,19,0,2,false,false,true,California,Szu,bank,va
375,0,0,0,1,0,0,0,1,2,5,13837029,6,4052138,1,39,101553,65,3,607,6,0,3,false,false,false,California,Funderburk,bank,va
376,0,0,0,1,1,0,1,0,6,4,754905452,2,1548695,13,36,278992,78,3,702,7,3,2,false,true,false,Texas,Griegio,wirehouse,fixed
377,0,0,1,1,0,0,1,0,4,2,759505449,6,42648,1,33,448524,63,4,711,4,1,2,false,false,false,New York,Devon,wirehouse,fixed
378,0,0,1,1,1,1,1,0,4,3,33530630,11,50794,15,64,423364,97,5,784,17,5,3,false,false,false,South,Quigley,wirehouse,fixed
379,0,0,1,1,1,1,2,1,2,0,4073079129,2,847332,2,26,252627,83,6,770,22,4,2,true,false,true,NE,Vasquez,ria,va
380,0,0,0,0,0,0,0,1,2,7,2620850220,3,1993279,6,71,281061,90,6,818,12,2,1,false,false,false,Florida,Lula,bank,va
381,0,0,0,0,1,0,2,1,6,3,621606370,8,698978,4,53,162001,24,6,723,19,1,0,false,false,true,New York,Szu,ria,va
382,0,0,1,1,1,0,0,1,4,4,800397586,9,4910190,1,72,497427,99,6,755,16,5,2,false,false,true,South,Patel,bank,va
383,0,0,0,1,1,0,0,1,4,4,764172920,19,1865845,1,37,160609,96,5,752,25,2,2,false,false,true,Florida,Yang,bank,va
384,0,0,0,0,1,1,0,1,6,0,209607976,2,679458,3,25,382949,92,5,718,25,5,3,false,false,true,South,Yang,bank,va
