advisor,performance_period,advisor_event_indicator,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel_ria,primary_prod_sold_annuity,sf_email_campaigns,advisor_hh_children,annuity_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,region,sf_email_responses,id_activity_last_6mos,id_top_producer,id_strategic_partner,region_char,wholesaler_char
210,0,0,0,1,1,0,0,0,5,5,93825731,7,8337273,1,47,102095,74,2,550,7,7,2,false,false,true,West,Griegio
211,0,0,1,1,1,0,0,1,7,6,454915647,12,1642153,1,57,91830,34,4,806,9,5,1,false,false,false,South,Ingrid
212,0,0,0,0,1,0,0,0,1,3,911833724,8,835790,1,41,493736,100,3,827,11,3,2,false,false,false,Texas,Kanumba
213,0,0,1,1,1,1,0,0,3,5,856210962,9,469100,1,40,52582,73,2,765,14,0,2,false,false,false,California,Noth
214,0,0,1,1,1,0,0,0,5,0,811862868,4,63287,1,72,131039,45,2,800,21,5,3,false,false,false,South,Underwood
215,0,0,0,0,1,1,0,1,0,2,634381241,14,748327,3,23,169503,82,5,780,25,5,4,false,false,false,South,Yang
216,0,0,1,0,1,0,0,0,4,2,1624332081,5,475658,1,38,171459,99,6,774,11,5,2,false,false,false,South,Kanumba
217,0,0,0,0,1,0,0,1,3,2,287368389,6,318796,1,60,340806,82,4,732,19,0,5,false,false,false,California,Szu
218,0,0,0,0,1,0,1,1,5,5,330312052,11,8390150,1,51,286934,81,4,734,4,1,4,false,false,false,New York,Devon
219,0,0,0,0,1,0,0,0,3,0,72226945,10,726574,1,56,283249,61,4,774,9,5,4,false,true,true,South,Ingrid
220,0,0,1,1,1,0,0,1,6,4,171490774,10,74008,6,23,222436,58,4,733,21,4,3,false,false,true,NE,Underwood
221,0,0,1,0,0,0,0,1,6,1,347753869,4,821469,18,56,800521,89,5,705,23,5,2,false,false,false,South,Werner
222,0,0,1,0,1,1,1,1,4,3,863267100,4,29931,1,80,397438,79,0,768,11,3,0,false,false,false,Texas,Kanumba
223,0,0,1,0,0,0,0,1,1,6,104002165,1,31283,3,38,154216,52,6,710,18,7,1,false,false,false,West,Rodriguez
224,0,0,0,1,1,0,0,0,1,6,96074744,6,477414,1,24,155337,9,5,830,2,3,1,false,true,false,Texas,Bost
225,0,0,0,0,1,0,1,1,1,4,60798928,7,168441,2,34,152233,66,2,747,6,1,2,false,false,false,New York,Funderburk
226,0,0,0,1,1,0,0,1,3,4,687146899,4,749953,7,52,52296,94,3,701,21,0,2,false,true,false,California,Underwood
227,0,0,0,1,1,1,0,0,3,3,906055343,2,4425684,8,28,255077,93,1,795,13,3,1,false,false,false,Texas,Mambwe
228,0,0,0,0,1,0,1,0,4,0,453092246,2,629291,38,42,148376,89,4,722,25,2,1,false,false,true,Florida,Yang
229,0,0,0,0,0,0,0,0,2,3,584594871,1,1048164,1,25,256694,46,4,777,10,6,4,false,false,true,MidWest,Jasper
230,0,0,0,1,0,1,1,1,1,3,822150659,11,4302378,1,43,95530,82,3,787,4,3,2,false,false,false,Texas,Devon
231,0,0,0,1,1,0,1,0,4,1,767080113,10,409641,30,19,163231,89,4,799,7,2,2,false,false,true,Florida,Griegio
232,0,0,1,0,0,0,0,0,2,0,13078472,8,695631,1,37,175212,91,4,757,18,3,6,false,false,true,Texas,Rodriguez
233,0,0,0,0,0,1,1,1,7,0,14902766,30,311782,37,29,114547,86,5,737,20,5,2,false,false,false,South,Tavares
234,0,0,1,1,0,0,0,1,3,1,723603073,3,187305,1,80,179469,90,5,611,8,2,5,false,false,true,Florida,Hassan
235,0,0,1,0,1,0,0,1,5,3,3451758629,4,197180,1,30,423235,86,1,716,21,3,1,false,false,false,Texas,Underwood
236,0,0,0,0,1,1,0,1,4,6,766051476,19,1864429,1,40,77825,98,4,759,5,3,2,false,false,false,Texas,English
237,0,0,0,1,1,0,1,1,5,2,873316731,1,3209890,1,44,337426,94,5,834,20,2,4,false,false,false,Florida,Tavares
238,0,0,0,0,0,0,0,1,1,3,75388932,5,234198,1,57,178938,80,5,739,14,1,0,false,false,false,New York,Noth
239,0,0,1,0,1,1,0,1,2,0,870612692,37,353045,1,26,57872,95,4,750,18,2,0,false,false,true,Florida,Rodriguez
240,0,0,0,1,0,1,0,0,2,4,78102130,58,4439986,1,23,681570,53,3,776,3,0,5,true,false,false,California,Chatterji
241,0,0,0,1,0,1,0,1,0,2,69437467,5,594502,1,50,350539,94,6,706,3,4,2,false,false,false,NE,Chatterji
242,0,0,1,0,1,1,0,1,4,0,952809417,1,787668,1,66,253543,77,2,833,6,0,5,false,false,true,California,Funderburk
243,0,0,0,0,0,1,0,1,0,5,3582860609,17,11500,20,60,80668,87,0,824,3,2,4,false,false,true,Florida,Chatterji
244,0,0,0,0,1,0,0,0,7,7,946341675,2,968687,1,64,150398,84,4,739,7,5,2,false,false,false,South,Griegio
245,0,0,0,1,1,1,0,0,2,2,19989334,13,71944,1,60,114863,98,5,721,10,4,4,false,true,true,NE,Jasper
246,0,0,0,0,0,0,0,1,3,2,710458857,11,3190899,14,40,200242,89,6,812,10,5,2,false,false,true,South,Jasper
247,0,0,0,1,0,1,0,1,4,3,2748418256,5,84756,1,47,193029,100,4,736,1,0,3,false,false,false,California,Abbott
248,0,0,0,1,1,0,0,1,1,3,3402169798,40,328530,8,32,224547,89,3,706,7,4,3,false,false,false,NE,Griegio
249,0,0,1,1,1,1,0,1,2,4,409710881,13,1522199,1,59,194340,77,6,790,1,7,0,false,false,true,West,Abbott
250,0,0,0,1,1,0,0,1,2,5,631167351,7,1255297,39,32,70199,96,4,770,18,4,5,false,true,false,NE,Rodriguez
251,0,0,0,0,0,0,0,1,2,0,2767428260,9,426899,11,20,257416,29,4,731,19,0,2,false,false,false,California,Szu
252,0,0,1,1,0,0,0,0,7,3,2233395177,12,507888,1,56,192297,96,6,776,11,0,5,false,false,false,California,Kanumba
253,0,0,0,1,1,0,0,0,1,1,1288433061,61,8333144,1,20,331985,73,4,675,9,0,1,false,false,false,California,Ingrid
254,0,0,0,1,1,0,0,1,2,0,212766679,10,2057581,4,21,312791,82,4,714,6,3,0,false,false,true,Texas,Funderburk
255,0,0,1,1,0,0,0,1,7,2,478070402,35,1722935,1,29,95175,97,4,699,21,2,1,false,false,true,Florida,Underwood
256,0,0,0,0,1,0,0,1,4,1,11122482,21,1572925,1,36,241173,82,5,778,9,5,1,false,false,false,South,Ingrid
257,0,0,0,1,1,1,0,0,1,0,422886366,3,101205,1,65,352845,82,5,755,24,1,0,false,false,false,New York,Xavier
258,0,0,0,0,1,0,1,0,4,0,75418624,1,9371849,6,71,222288,76,5,701,10,0,2,false,false,false,California,Jasper
259,0,0,0,0,1,0,1,1,5,7,578116857,3,2388917,2,31,258872,85,1,782,18,0,6,false,false,true,California,Rodriguez
260,0,0,0,0,0,0,1,1,4,7,4177527358,9,112752,3,28,212748,6,4,778,10,0,2,false,true,false,California,Jasper
261,0,0,1,1,1,0,0,1,1,0,3886233569,5,222862,1,35,314780,97,3,566,23,5,0,false,false,false,South,Werner
262,0,0,0,0,0,0,0,1,5,5,568930127,8,484771,1,36,84216,81,6,407,22,3,0,false,false,false,Texas,Vasquez
263,0,0,0,0,1,1,0,0,2,1,1015139962,8,814354,1,28,917137,98,3,846,22,4,1,false,false,true,NE,Vasquez
264,0,0,0,0,1,0,1,0,2,6,758542944,2,1269289,37,21,348703,84,4,709,14,6,0,false,false,false,MidWest,Noth
265,0,0,1,0,1,0,0,1,7,0,75048823,8,576003,4,20,131729,82,6,758,25,5,4,false,false,true,South,Yang
266,0,0,0,0,1,0,0,1,1,1,403067886,17,7189234,5,40,90171,97,5,721,21,4,2,false,false,true,NE,Underwood
267,0,0,0,0,1,1,1,1,1,2,151126583,11,885408,1,48,942894,84,4,718,23,3,5,false,false,false,Texas,Werner
268,0,0,1,0,1,0,1,1,5,3,2904469056,2,425724,1,36,149817,56,5,777,25,0,1,true,false,false,California,Yang
269,0,0,0,0,0,0,0,1,4,3,814998676,14,110811,1,41,91997,94,6,751,20,5,3,false,false,false,South,Tavares
270,0,0,0,0,0,0,1,1,1,1,16823171,16,452352,10,35,248324,83,5,686,19,1,0,false,false,false,New York,Szu
271,0,0,1,1,0,0,0,1,1,2,1441516446,10,1060664,6,29,86399,81,4,611,4,4,2,false,false,false,NE,Devon
272,0,0,0,1,1,1,0,0,1,5,412566344,11,43759,2,69,372561,83,4,784,13,4,7,false,false,false,NE,Mambwe
273,0,0,0,0,1,0,0,1,1,3,496183018,5,80162,1,20,174979,56,2,735,24,6,1,false,false,false,MidWest,Xavier
274,0,0,0,0,0,0,0,0,4,6,3024289343,7,431,20,79,52512,82,5,725,3,2,3,false,false,false,Florida,Chatterji
275,0,0,0,1,1,0,0,0,3,3,898370114,6,1505504,7,26,343438,88,4,629,20,4,1,false,false,false,NE,Tavares
276,0,0,0,0,1,1,0,1,6,6,2008261474,17,35220,1,25,346215,89,6,754,14,0,7,false,false,true,California,Noth
277,0,0,1,1,0,0,0,0,7,3,1076905736,5,1739895,1,53,726490,84,6,796,13,3,2,false,false,false,Texas,Mambwe
278,0,0,0,0,1,0,0,1,6,6,22213133,11,618899,1,26,81865,78,4,703,8,1,0,false,false,false,New York,Hassan
279,0,0,0,1,1,0,0,1,2,0,1488559164,11,1283334,1,36,264532,53,4,668,22,2,0,false,false,false,Florida,Vasquez
280,0,0,1,1,0,0,1,1,4,3,479176944,11,19207,1,33,373720,62,5,758,16,2,4,false,true,false,Florida,Patel
281,0,0,0,1,1,0,0,1,4,7,4375188094,9,336184,1,32,85388,92,4,776,5,4,4,false,false,false,NE,English
282,0,0,0,1,1,1,0,1,1,2,51598213,12,1245390,1,32,204160,85,6,719,18,7,3,false,false,false,West,Rodriguez
283,0,0,0,0,0,0,0,0,2,2,781234503,9,857952,1,37,132769,94,4,756,23,1,1,false,false,false,New York,Werner
284,0,0,1,1,1,1,0,1,5,2,93897435,9,3573470,1,42,202947,86,4,713,5,3,0,false,false,true,Texas,English
285,0,0,0,1,1,1,0,1,4,4,575188280,18,40008,1,30,115577,90,6,532,2,4,4,false,false,false,NE,Bost
286,0,0,0,1,1,1,0,0,1,3,59586584,7,306986,1,32,87953,72,5,745,7,0,0,false,false,false,California,Griegio
287,0,0,1,0,1,0,0,0,3,5,10128529,5,777091,1,20,236260,95,2,788,22,5,2,false,false,true,South,Vasquez
288,0,0,1,0,0,0,0,0,2,3,756128659,1,915730,1,50,408427,87,4,806,2,1,1,false,false,false,New York,Bost
289,0,0,1,1,1,0,0,1,2,7,3749769478,12,173350,1,39,185933,94,6,725,20,2,0,false,true,false,Florida,Tavares
290,0,0,1,0,1,1,0,0,4,6,78590169,7,458744,1,74,110972,93,4,790,17,0,3,false,false,false,California,Quigley
291,0,0,0,1,1,0,0,0,5,4,877197773,11,1472776,1,41,66857,83,4,617,12,2,0,false,false,false,Florida,Lula
292,0,0,0,1,1,1,0,1,2,4,979003638,9,944979,1,40,342068,99,5,629,13,4,2,false,false,false,NE,Mambwe
293,0,0,0,1,1,0,0,1,1,5,336831699,20,1704004,1,38,386904,52,3,789,14,3,2,false,false,false,Texas,Noth
294,0,0,1,1,1,1,0,0,3,2,746309034,7,3682888,1,22,291711,96,3,727,7,7,1,false,false,true,West,Griegio
295,0,0,1,1,1,1,0,1,7,5,695054162,1,6740825,1,51,433151,42,5,506,13,4,0,false,false,true,NE,Mambwe
296,0,0,1,1,1,0,0,1,3,1,4314819834,24,5706744,1,43,822565,92,4,738,8,0,1,false,false,true,California,Hassan
297,0,0,0,1,1,1,0,1,4,7,15818877,12,1349740,30,29,791426,84,3,795,2,2,0,false,false,true,Florida,Bost
298,0,0,0,1,0,1,1,0,4,1,80056882,2,30618,1,43,196495,82,5,725,19,6,0,false,false,false,MidWest,Szu
299,0,0,0,1,0,1,0,1,2,7,650246324,7,148791,38,34,235065,90,3,722,5,3,2,true,false,false,Texas,English
300,0,0,0,0,0,0,0,0,2,0,570111117,4,755228,3,22,210988,91,5,730,20,0,1,false,false,false,California,Tavares
301,0,0,1,0,0,0,0,1,5,6,740496603,18,1601843,1,25,71988,81,1,717,6,0,4,false,false,false,California,Funderburk
302,0,0,0,1,1,0,0,1,7,4,50924618,7,457962,1,38,265954,92,5,775,9,0,1,false,false,false,California,Ingrid
303,0,0,0,0,0,0,0,1,3,5,4184064790,12,4963780,1,41,223069,84,3,670,6,7,2,false,false,true,West,Funderburk
304,0,0,1,1,1,0,0,1,7,4,944494771,20,1026628,5,24,54965,77,3,698,23,6,0,false,false,true,MidWest,Werner
305,0,0,0,0,0,1,0,0,0,3,510847336,10,12391,1,40,235377,75,0,785,17,5,0,false,false,false,South,Quigley
306,0,0,1,0,1,1,1,0,3,3,486209518,5,913927,1,67,54903,87,5,708,17,4,2,false,false,false,NE,Quigley
307,0,0,0,0,1,0,1,0,4,1,709191359,3,1171556,1,30,74859,86,6,786,13,3,2,false,false,true,Texas,Mambwe
308,0,0,1,1,1,0,1,1,1,7,717855923,6,806163,1,74,294592,78,6,816,15,0,0,false,false,true,California,Ojj
309,0,0,0,0,1,1,0,1,5,4,399364149,4,1845490,1,53,270568,100,6,729,13,3,1,false,false,false,Texas,Mambwe
310,0,0,0,0,1,0,0,1,4,5,735921510,10,831428,1,45,65025,12,4,748,17,2,4,false,false,false,Florida,Quigley
311,0,0,0,1,1,0,0,0,3,4,96927606,5,1691698,1,34,314718,97,5,848,4,1,0,false,false,false,New York,Devon
312,0,0,1,0,1,0,0,0,0,4,94148055,4,1343915,36,44,257113,98,1,751,3,5,5,false,false,true,South,Chatterji
313,0,0,0,1,0,0,0,0,2,0,369116363,6,674911,2,27,237094,61,4,836,8,2,0,false,false,false,Florida,Hassan
314,0,0,0,0,1,0,0,0,2,1,2641925649,12,451057,3,43,641017,86,4,737,21,7,1,false,false,false,West,Underwood
315,0,0,0,0,1,0,1,0,4,6,671301154,12,1031680,1,46,604833,16,3,765,12,0,2,false,false,false,California,Lula
316,0,0,1,0,1,1,0,0,1,3,17409348,11,46308,1,32,97662,84,6,800,4,0,1,false,true,false,California,Devon
317,0,0,0,1,0,0,0,0,2,1,13423055,4,283243,6,59,685416,96,5,759,17,0,2,false,false,true,California,Quigley
318,0,0,0,1,1,0,0,1,4,0,67090569,3,1058918,1,37,89195,73,3,642,18,4,1,false,false,false,NE,Rodriguez
319,0,0,0,0,1,1,0,0,0,4,930996169,5,1631235,2,23,138083,81,4,713,11,6,0,false,false,false,MidWest,Kanumba
320,0,0,0,0,0,0,0,1,2,4,217180586,19,283475,1,52,159168,98,4,747,20,3,3,false,false,false,Texas,Tavares
321,0,0,1,0,1,0,0,1,0,3,218726495,3,352703,1,66,406968,66,5,772,2,0,2,false,false,false,California,Bost
322,0,0,1,0,1,0,0,1,0,3,925468833,18,35711,1,78,77563,85,5,712,4,0,3,false,false,false,California,Devon
323,0,0,1,0,1,1,1,0,4,6,366541903,7,3315144,1,24,188863,60,2,776,17,4,5,false,false,true,NE,Quigley
324,0,0,0,0,1,1,0,1,2,6,65413466,17,4095291,30,36,429416,100,6,772,10,1,1,false,false,false,New York,Jasper
325,0,0,0,1,0,1,0,1,4,6,597708685,9,393307,1,33,186860,92,4,733,12,5,3,false,false,false,South,Lula
326,0,0,0,0,0,0,0,0,5,5,327177787,2,757265,1,33,139312,46,6,795,2,2,2,false,false,false,Florida,Bost
327,0,0,0,0,1,0,0,1,2,1,4616439485,15,1735229,1,72,94092,88,2,799,8,0,1,false,false,false,California,Hassan
328,0,0,0,1,0,0,0,1,3,3,1888104042,11,360833,8,25,262091,87,4,779,1,1,0,false,false,true,New York,Abbott
329,0,0,0,1,0,0,0,1,0,3,89330800,12,1429194,1,22,261740,89,5,726,21,4,0,false,false,false,NE,Underwood
330,0,0,1,1,0,0,1,1,6,2,217666626,10,289532,1,20,688457,63,6,760,5,2,0,false,false,true,Florida,English
331,0,0,0,1,1,0,0,0,3,1,2421140041,12,245004,1,22,286356,87,5,784,18,1,2,false,false,false,New York,Rodriguez
332,0,0,0,1,0,1,0,1,1,6,1058361520,12,379523,10,59,346016,91,4,744,24,4,1,false,false,true,NE,Xavier
333,0,0,1,1,1,1,0,0,7,4,884649067,6,295389,29,19,93584,78,4,762,25,3,2,false,false,false,Texas,Yang
334,0,0,0,1,1,1,1,1,4,0,3535085375,9,3033757,1,57,135890,67,6,731,11,3,2,false,false,true,Texas,Kanumba
335,0,0,0,0,1,0,0,1,4,4,700571496,9,934558,4,27,128763,88,6,757,19,0,0,false,false,false,California,Szu
336,0,0,1,0,0,1,0,1,4,0,846720100,6,1243909,1,52,648578,64,5,718,6,5,3,false,false,true,South,Funderburk
337,0,0,0,1,0,0,1,0,7,5,259326150,1,5660501,2,21,89751,74,0,532,25,5,5,false,true,false,South,Yang
338,0,0,0,0,1,1,0,1,4,3,71811741,9,67929,5,37,180081,32,3,834,23,5,1,false,false,false,South,Werner
339,0,0,0,0,1,1,0,0,3,4,78327644,9,540161,1,20,62871,99,4,726,25,1,5,false,false,false,New York,Yang
340,0,0,0,1,1,0,0,1,2,3,326730507,6,523058,1,65,140441,51,4,773,4,2,0,false,false,true,Florida,Devon
341,0,0,0,1,0,0,0,1,4,3,45076940,10,1828783,1,59,272969,49,6,785,5,5,6,false,false,false,South,English
342,0,0,0,1,1,0,0,1,3,1,1359544603,14,689755,5,21,277075,93,3,795,23,4,4,false,false,false,NE,Werner
343,0,0,0,1,1,0,0,1,2,4,73602626,14,337033,5,20,122917,100,2,739,5,4,4,false,false,false,NE,English
344,0,0,1,0,1,0,0,1,6,2,88173205,23,1146406,3,80,164796,89,6,702,10,5,3,false,false,false,South,Jasper
345,0,0,1,1,1,0,0,0,0,0,80272278,9,4063223,1,65,383342,83,4,748,5,5,2,false,false,false,South,English
346,0,0,1,1,1,0,0,0,0,6,65252620,12,266813,1,38,153984,90,3,773,6,1,4,false,false,true,New York,Funderburk
347,0,0,1,0,1,1,0,1,3,1,930739154,11,44976,1,68,394751,84,0,730,15,3,1,false,false,true,Texas,Ojj
348,0,0,0,0,1,0,0,1,0,3,465358935,16,1618936,20,38,78187,24,4,789,15,5,4,false,false,true,South,Ojj
349,0,0,0,0,1,1,1,0,2,2,168100021,7,78017,4,62,84849,87,3,702,6,1,4,false,false,true,New York,Funderburk
350,0,0,0,1,1,0,0,0,2,6,655031582,3,1491888,1,41,168054,83,4,782,19,3,3,false,false,false,Texas,Szu
351,0,0,0,1,0,0,1,1,4,2,15795093,6,889514,1,19,161480,78,4,826,6,0,0,false,false,true,California,Funderburk
352,0,0,1,0,0,0,1,1,2,4,59276784,2,1913169,1,36,290389,82,5,567,25,2,0,false,false,false,Florida,Yang
353,0,0,0,0,1,0,0,0,3,4,237814972,15,9089170,1,64,75901,97,4,734,17,2,1,false,false,false,Florida,Quigley
354,0,0,1,1,1,1,0,1,7,1,894297786,9,220326,2,33,65567,66,0,520,1,1,1,false,false,true,New York,Abbott
355,0,0,1,1,1,0,0,1,2,4,588462524,4,1045435,1,22,179810,81,6,763,16,1,2,false,false,true,New York,Patel
356,0,0,0,0,1,1,0,1,7,4,68510067,15,461488,1,33,613904,87,2,708,7,0,4,false,false,false,California,Griegio
357,0,0,0,0,1,0,0,0,6,4,62240318,7,831821,1,25,289139,90,5,565,15,0,0,false,false,false,California,Ojj
358,0,0,0,1,1,0,0,1,2,0,17917171,5,1823992,1,30,301399,85,4,738,1,5,3,false,false,true,South,Abbott
359,0,0,1,1,1,0,0,1,6,5,577519961,2,152747,5,27,108758,88,5,802,18,0,0,false,false,false,California,Rodriguez
360,0,0,1,0,1,1,0,1,1,3,17997968,12,386683,1,63,257356,96,5,735,18,4,2,false,false,false,NE,Rodriguez
361,0,0,1,1,0,0,0,1,3,6,20903252,12,1967144,1,33,51630,83,6,719,25,5,3,true,false,false,South,Yang
362,0,0,1,1,1,0,0,1,7,0,2309373401,7,3795790,1,58,94991,96,4,774,12,3,3,false,false,false,Texas,Lula
363,0,0,0,1,1,0,1,1,4,6,56440594,6,1841616,5,62,68506,87,5,738,7,1,1,false,false,true,New York,Griegio
364,0,0,1,1,0,1,1,1,4,2,959954854,5,485737,1,42,295149,90,3,670,25,4,0,true,false,false,NE,Yang
365,0,0,0,0,1,1,1,0,7,0,383040232,2,37849,1,36,274244,64,2,544,24,5,1,false,false,true,South,Xavier
366,0,0,1,0,1,0,0,1,4,3,58723589,4,4956307,1,20,51451,98,6,755,22,1,0,false,false,true,New York,Vasquez
367,0,0,1,1,1,1,0,1,0,0,52988433,3,1818510,16,19,154274,84,2,716,9,6,4,false,false,false,MidWest,Ingrid
368,0,0,0,1,1,0,1,1,3,3,885841404,9,964032,1,26,352796,88,6,727,19,4,2,false,false,false,NE,Szu
369,0,0,1,0,0,0,0,1,4,2,2591378914,8,971682,1,38,234033,93,5,784,5,3,4,false,false,false,Texas,English
370,0,0,0,1,1,0,0,0,4,0,697297873,2,634975,1,46,862467,29,3,793,24,3,2,false,false,false,Texas,Xavier
371,0,0,1,0,0,0,0,0,7,0,67722757,9,1091164,1,42,275085,91,5,719,5,7,2,false,false,false,West,English
372,0,0,0,1,1,0,0,1,3,0,81509070,12,159476,1,33,92129,84,4,762,2,0,1,false,false,false,California,Bost
373,0,0,1,0,1,0,0,1,2,2,975255299,1,397588,1,57,92183,89,3,412,23,0,0,false,false,false,California,Werner
374,0,0,0,1,1,1,0,1,4,2,3011304260,16,888075,7,38,120909,69,6,814,13,0,2,false,false,false,California,Mambwe
375,0,0,0,0,1,0,0,1,2,2,396005311,48,634637,1,27,236954,28,4,621,12,2,7,false,false,true,Florida,Lula
376,0,0,0,1,1,0,0,0,3,0,189390966,2,1170663,1,28,741778,76,2,822,18,3,2,false,true,false,Texas,Rodriguez
377,0,0,0,0,1,0,0,0,4,1,342693116,10,459564,1,41,222065,85,2,792,1,0,2,false,false,false,California,Abbott
378,0,0,0,0,1,0,0,0,5,2,533370780,3,1583264,2,59,473546,100,5,717,6,6,3,false,false,true,MidWest,Funderburk
379,0,0,1,1,0,1,0,0,7,0,265995146,7,482555,1,21,242200,94,2,832,4,2,0,false,false,false,Florida,Devon
380,0,0,1,0,0,0,0,0,3,4,737404390,17,96289,1,65,94775,97,4,763,14,4,2,false,false,false,NE,Noth
381,0,0,1,1,1,1,0,1,6,0,3139645732,5,2080465,1,53,126821,87,6,779,25,1,0,false,false,false,New York,Yang
382,0,0,0,1,1,0,1,0,5,1,959302751,9,315842,1,23,237310,83,6,697,22,2,3,false,false,false,Florida,Vasquez
383,0,0,0,0,1,0,0,1,6,5,31535151,12,568027,1,42,109290,91,3,753,5,4,0,false,false,false,NE,English
384,0,0,0,1,0,1,1,1,1,6,258003047,5,6080060,1,43,156652,78,5,769,7,6,2,false,true,false,MidWest,Griegio
385,0,0,1,0,1,1,0,1,3,5,939358414,11,1711851,1,21,182193,98,0,779,24,2,2,false,false,false,Florida,Xavier
386,0,0,0,0,1,1,1,1,7,0,4411587517,2,2229668,1,38,207668,92,2,703,22,2,2,false,false,false,Florida,Vasquez
387,0,0,0,1,1,1,0,1,3,4,345758384,7,218504,12,21,195079,90,6,783,18,1,1,false,true,false,New York,Rodriguez
388,0,0,0,1,0,0,0,0,3,2,18673523,6,1701502,1,20,290617,83,4,776,11,3,1,false,false,false,Texas,Kanumba
389,0,0,0,1,1,0,0,0,7,4,47425231,10,3950526,1,34,182502,60,4,777,12,0,3,false,false,true,California,Lula
390,0,0,0,0,1,0,0,0,1,2,3381699873,13,205582,1,41,192041,93,5,784,19,4,0,false,false,true,NE,Szu
391,0,0,1,0,1,0,0,1,4,4,164618424,18,246286,1,80,276013,84,1,742,24,4,0,false,false,false,NE,Xavier
392,0,0,1,1,0,0,0,1,1,6,448988409,9,584592,1,20,212736,87,5,797,2,4,0,false,false,false,NE,Bost
393,0,0,1,1,0,1,0,1,3,0,16992317,11,1506758,32,20,198769,71,4,544,25,6,0,false,true,true,MidWest,Yang
394,0,0,0,0,0,0,0,1,1,1,20280775,49,198739,1,39,261540,94,4,705,23,0,5,false,false,false,California,Werner
395,0,0,0,0,0,0,0,0,2,3,4268295474,7,544961,3,21,158798,78,1,538,10,4,2,false,false,true,NE,Jasper
396,0,0,1,1,1,0,0,0,5,1,11203433,7,284899,20,19,378328,88,6,710,14,4,0,false,false,false,NE,Noth
397,0,0,1,1,0,0,0,0,4,7,184426400,6,1713402,25,36,377272,89,4,707,20,2,2,false,false,true,Florida,Tavares
398,0,0,0,1,1,0,1,1,4,0,978666266,5,327510,1,40,118233,91,1,612,20,2,4,false,false,false,Florida,Tavares
399,0,0,0,1,0,0,0,1,2,2,434786576,10,741178,1,73,59969,88,5,738,3,4,2,false,false,false,NE,Chatterji
400,0,0,0,0,1,0,0,1,2,3,500988568,6,855318,1,19,240311,88,1,728,24,5,1,false,false,false,South,Xavier
401,0,0,0,0,1,0,0,0,7,0,46942977,8,1701734,2,76,57119,87,3,703,12,2,1,true,false,true,Florida,Lula
402,0,0,0,1,0,0,0,0,4,4,154446590,2,649949,1,53,220156,83,5,787,23,1,2,false,false,true,New York,Werner
403,0,0,1,0,0,0,1,1,2,1,1804071439,13,1588948,1,37,203641,86,6,713,2,1,5,false,false,true,New York,Bost
404,0,0,1,1,1,1,0,0,4,4,768664855,7,2237420,1,20,226460,93,2,706,5,4,0,false,false,false,NE,English
405,0,0,1,1,0,0,1,0,1,2,295659499,10,521754,1,48,106507,73,6,790,7,0,0,false,false,false,California,Griegio
406,0,0,0,0,1,0,0,0,2,0,4479864851,2,298380,2,61,96062,46,4,705,4,3,0,true,false,false,Texas,Devon
407,0,0,0,1,0,0,1,1,6,4,996697709,13,410360,1,29,103186,90,2,623,3,4,2,false,false,false,NE,Chatterji
408,0,0,1,1,1,0,0,1,2,6,44040931,10,4635923,27,43,221302,88,5,849,6,5,2,false,false,true,South,Funderburk
409,0,0,0,1,1,0,1,1,2,5,793485137,12,238179,35,64,231636,83,5,714,14,4,1,false,false,false,NE,Noth
410,0,0,0,1,0,0,0,1,2,1,503361471,19,995579,1,41,985199,95,4,743,10,0,2,false,false,true,California,Jasper
411,0,0,0,0,1,1,0,1,4,4,97347170,8,188856,1,22,188591,80,0,777,13,1,3,false,false,false,New York,Mambwe
412,0,0,1,1,0,1,0,1,2,7,979497511,6,61874,1,61,74220,81,6,834,4,4,0,false,false,true,NE,Devon
413,0,0,1,0,0,1,0,0,6,0,513563815,7,45201,1,51,423212,97,4,764,7,3,5,false,false,true,Texas,Griegio
414,0,0,0,1,1,0,0,0,3,5,45068179,8,8088674,1,40,105918,94,5,784,25,5,2,false,false,false,South,Yang
415,0,0,0,0,1,0,0,1,7,4,786085945,2,853710,1,36,214370,90,3,714,8,1,2,false,false,false,New York,Hassan
416,0,0,0,1,0,1,1,1,3,2,936018785,10,312681,4,26,113458,83,4,796,13,4,4,false,false,true,NE,Mambwe
417,0,0,0,0,1,1,0,1,3,2,3414959670,2,1946005,1,49,178851,69,2,788,8,6,0,false,false,false,MidWest,Hassan
418,0,0,0,1,0,1,0,1,5,4,17275151,8,1918607,1,43,90642,100,6,784,8,5,1,false,false,false,South,Hassan
419,0,0,0,1,1,0,0,1,2,0,179444158,13,1063135,2,62,498479,66,6,616,24,2,1,false,false,false,Florida,Xavier
420,0,0,0,0,0,1,0,1,5,4,87704147,6,2866149,25,42,108146,87,1,810,11,1,1,false,false,true,New York,Kanumba
421,0,0,0,1,1,0,1,1,0,1,20971991,6,1204582,1,22,254710,55,4,831,22,3,2,false,false,false,Texas,Vasquez
422,0,0,0,0,1,1,0,0,3,0,907202677,12,191158,1,43,148977,97,4,770,4,1,0,false,false,true,New York,Devon
