advisor,advisor_sale,advisor_sale_type,sf_face_2_face,sf_call_outbound,sf_call_inbound,sf_email_inbound,channel,channel_type,primary_prod_sold_va,primary_prod_sold_type,sf_email_campaigns,advisor_hh_children,va_mkt_opp,advisor_advising_years,advisor_aum,advisor_annuity_selling_years,advisor_age,advisor_net_worth,advisor_credit_hist_mos,advisor_firm_changes,advisor_credit_score,wholesaler,wholesaler_i,wholesaler_name
202,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,4,691416281,8,52057,2,26,199582,83,3,763,7,G,Griegio
203,0,no_advisor_sale,1,1,1,0,1,bank_broker,0,fixed,2,3,3499106514,3,415516,11,20, ,80,5,787,25,Y,Yang
204,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,4,33891208,29,571566,3,42,96125,94,1,849,25,Y,Yang
205,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,5,793123486,13,178183,3,28,244471,62,5,616,25,Y,Yang
206,0,no_advisor_sale,0,1,0,0,0,captive,1,va,2,1,36523591,15,396591,2,48,229594,92,2,781,13,M,Mambwe
207,0,no_advisor_sale,0,0,1,0,0,captive,1,va,7,5,689871620,12,4524542,1,30,139339,57,5,638,20,T,Tavares
208,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,3,54020028,7,132027,3,35,198906,53,1,763,24,X,Xavier
209,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,1,4729748242,17,299467,2,21,97697,86,4,825,19,S,Szu
210,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,1,41475397,13,763921,1,21,243073,92,4,769,9,I,Ingrid
211,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,6,6,2873344112,10,4885376,2,68,243701,90,5,786,8,H,Hassan
212,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,7,1765002969,9,998188,3,47,151704,94,3,796,3,C,Chatterji
213,0,no_advisor_sale,1,0,1,0,0,captive,1,va,3,4,819637029,16,326830,3,56, ,85,5,612,23,W,Werner
214,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,2,1,1469434124,17,1257132,1,50, ,97,5,775,4,D,Devon
215,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,3,360575818,11,69196,2,50,78254,59,4,780,1,A,Abbott
216,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,4,677409017,8,3922257,3,37,177420,81,2,798,22,V,Vasquez
217,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,2,1,1560080618,25,421208,2,35,271114,77,5,823,16,P,Patel
218,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,2,15459845,14,3368534,3,76,269506,96,4,793,18,R,Rodriguez
219,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,6,1916879042,22,3306157,1,53,64200,82,3,829,20,T,Tavares
220,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,4,4,4827440769,18,2434001,3,27,166084,81,1,830,22,V,Vasquez
221,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,6,4,822390541,17,55716,1,40, ,81,2,846,18,R,Rodriguez
222,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,1,187678141,19,3192563,3,38,348975,80,1,667,21,U,Underwood
223,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,7,5,992793098,16,24064,2,33,82672,97,4,773,24,X,Xavier
224,0,no_advisor_sale,0,0,0,0,0,captive,1,va,3,4,2333948632,10,22683,2,54, ,97,3,809,19,S,Szu
225,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,2,4064102559,15,436828,1,46,109741,82,4,738,14,N,Noth
226,0,no_advisor_sale,1,1,0,0,1,bank_broker,0,fixed,4,3,983212527,11,4901931,4,24, ,89,3,842,15,O,Ojj
227,0,no_advisor_sale,0,1,1,0,2,ria,1,va,2,0,4047253509,13,2655996,3,19,280722,88,4,773,24,X,Xavier
228,0,no_advisor_sale,0,1,1,1,0,captive,0,fixed,2,6,781205359,7,178371,6,33,53802,84,2,766,14,N,Noth
229,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,2,4442555498,14,437439,1,36,64872,96,4,743,22,V,Vasquez
230,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,0,750693151,17,1717182,3,38,256679,96,2,732,22,V,Vasquez
231,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,5,917996773,8,2972636,1,27,229212,91,5,836,14,N,Noth
232,0,no_advisor_sale,0,1,0,0,0,captive,1,va,2,0,28112306,16,3090485,1,45,229321,93,4,707,12,L,Lula
233,0,no_advisor_sale,1,0,0,0,0,captive,1,va,2,2,253934488,16,4241548,1,37,55245,86,4,749,5,E,English
234,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,1,963806036,20,347685,1,49,465567,70,2,736,19,S,Szu
235,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,0,83601541,19,3558050,3,53,161363,88,3,713,16,P,Patel
236,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,1,6,63483147,17,3238180,3,57,82306,54,5,707,2,B,Bost
237,0,no_advisor_sale,0,1,1,1,0,captive,1,va,1,0,427006170,12,1796791,1,79,203519,100,3,763,8,H,Hassan
238,0,no_advisor_sale,1,1,1,0,2,ria,1,va,2,0,363216851,7,96084,3,83,232831,95,0,795,16,P,Patel
239,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,7,4,277196648,22,1150,2,46,68735,81,3,725,15,O,Ojj
240,0,no_advisor_sale,1,1,0,0,0,captive,1,va,3,6,506518734,13,477960,3,45,215943,82,0,752,8,H,Hassan
241,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,4,454225626,14,250059,3,21,164291,57,1,792,7,G,Griegio
242,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,3,0,271890112,9,55171,1,40,236977,68,2,695,1,A,Abbott
243,0,no_advisor_sale,1,0,0,0,0,captive,1,va,5,5,826366142,11,2854244,3,22, ,61,5,773,2,B,Bost
244,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,7,3,944744425,14,70631,1,19,126705,84,3,755,15,O,Ojj
245,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,3,0,343046080,16,247865,3,24,60029,79,5,688,13,M,Mambwe
246,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,1,791583185,12,100943,2,36,485564,98,1,778,4,D,Devon
247,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,1,6,438365732,14,64067,2,37,157832,50,1,669,14,N,Noth
248,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,2,3,711624844,12,3099656,3,42,132214,60,4,794,18,R,Rodriguez
249,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,6,4,93125224,24,2578517,1,23,68727,82,5,620,16,P,Patel
250,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,2,938156049,9,4174575,2,29,109660,93,4,609,7,G,Griegio
251,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,5,1,22449265,18,1937029,3,44,65635,57,4,776,24,X,Xavier
252,0,no_advisor_sale,0,0,0,0,0,captive,1,va,5,3,90163148,1,3287713,1,29, ,99,0,726,15,O,Ojj
253,0,no_advisor_sale,1,0,0,1,0,captive,1,va,2,0,156936711,15,14442,2,35,497383,81,1,693,25,Y,Yang
254,0,no_advisor_sale,1,1,1,1,1,bank_broker,0,fixed,6,4,2992696607,17,4519296,12,54,299744,93,3,776,3,C,Chatterji
255,0,no_advisor_sale,0,0,1,1,0,captive,1,va,5,1,684723948,15,4861318,3,31,72989,89,3,703,12,L,Lula
256,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,0,1,32714147,9,2398381,2,28,254640,57,5,791,18,R,Rodriguez
257,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,4,0,75550194,15,127343,3,28, ,84,2,721,8,H,Hassan
258,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,5,1,259791460,9,373346,2,50,88046,82,5,774,24,X,Xavier
259,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,1,5,3995679974,17,1193998,3,39,230178,86,3,768,13,M,Mambwe
260,0,no_advisor_sale,0,0,1,1,0,captive,1,va,3,5,809651099,12,16538,3,29,453912,81,0,628,15,O,Ojj
261,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,4,3,248167820,64,1642613,2,38,140418,55,0,699,3,C,Chatterji
262,0,no_advisor_sale,0,0,0,0,0,captive,1,va,5,2,86230676,11,4720331,1,24,217990,57,3,719,16,P,Patel
263,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,2,879790374,18,313938,1,48,78978,87,4,734,10,J,Jasper
264,0,no_advisor_sale,0,0,1,1,2,ria,1,va,3,6,4470808170,12,321508,2,23,76872,53,0,842,3,C,Chatterji
265,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,4,2,3508988626,13,3711891,3,43,396760,84,3,821,5,E,English
266,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,2,944555206,12,160602,2,34, ,91,1,696,24,X,Xavier
267,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,0,4,685346098,8,1710541,2,63, ,82,4,825,9,I,Ingrid
268,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,1,0,14045117,18,1190964,2,42,168636,62,3,816,4,D,Devon
269,0,no_advisor_sale,0,1,0,1,0,captive,1,va,2,6,966997118,15,2175905,1,38,197606,100,3,734,2,B,Bost
270,0,no_advisor_sale,0,0,0,1,1,bank_broker,0,fixed,2,0,2692461868,7,4483722,6,39,486307,64,4,784,13,M,Mambwe
271,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,2,4,86899067,11,4526412,3,62,167677,87,5,726,7,G,Griegio
272,0,no_advisor_sale,1,0,1,1,1,bank_broker,1,va,0,2,989685976,18,955231,3,29,319116,63,1,736,13,M,Mambwe
273,0,no_advisor_sale,0,1,0,1,1,bank_broker,1,va,7,1,721731144,9,4319928,3,49,238814,51,5,649,6,F,Funderburk
274,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,2,1434829811,13,825833,3,22,79520,52,4,784,12,L,Lula
275,0,no_advisor_sale,0,0,0,1,0,captive,1,va,3,1,506471728,19,874055,3,64,301998,96,4,809,22,V,Vasquez
276,0,no_advisor_sale,1,1,1,0,0,captive,1,va,4,7,185631480,11,3172557,3,71,131508,85,3,774,10,J,Jasper
277,0,no_advisor_sale,0,0,1,1,0,captive,1,va,5,2,325382424,18,312518,3,25,73882,94,3,666,25,Y,Yang
278,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,3,4,580640654,16,60167,1,23, ,54,3,736,2,B,Bost
279,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,4,4,874166418,15,3321478,2,19,140079,93,5,789,21,U,Underwood
280,0,no_advisor_sale,0,0,0,0,1,bank_broker,0,fixed,2,4,20479186,14,119,5,32,124794,89,4,655,4,D,Devon
281,0,no_advisor_sale,1,0,1,1,2,ria,1,va,2,6,59554986,9,4942311,3,20,186686,81,5,789,15,O,Ojj
282,0,no_advisor_sale,0,0,1,1,0,captive,1,va,6,2,52166803,21,724707,1,87,164020,84,5,839,10,J,Jasper
283,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,6,1342411487,7,31040,2,21,96729,87,5,669,19,S,Szu
284,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,0,714863752,5,3552504,2,48,240993,75,3,732,24,X,Xavier
285,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,0,5,4600254560,11,1394144,1,58, ,90,4,848,8,H,Hassan
286,0,no_advisor_sale,1,0,1,1,0,captive,1,va,6,6,4622560915,14,1713526,2,42,254277,84,2,732,12,L,Lula
287,0,no_advisor_sale,0,0,0,0,2,ria,1,va,6,0,798482249,15,2661050,1,35,279688,82,3,799,16,P,Patel
288,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,7,2,72807510,15,339178,3,26,336042,89,4,799,3,C,Chatterji
289,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,2,455433798,9,1541903,2,34, ,83,4,706,15,O,Ojj
290,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,4,1,396130053,18,260094,2,81, ,81,5,749,12,L,Lula
291,0,no_advisor_sale,1,0,1,0,1,bank_broker,0,fixed,3,1,282058766,17,4591889,5,34,243064,82,5,722,14,N,Noth
292,0,no_advisor_sale,0,1,1,0,0,captive,1,va,2,1,21416877,19,4307445,3,85,292961,81,4,709,11,K,Kanumba
293,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,2,962666234,9,1271672,1,45,243271,83,3,634,15,O,Ojj
294,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,1,3,59636495,8,4070491,2,41,280997,86,3,639,15,O,Ojj
295,0,no_advisor_sale,0,1,0,0,0,captive,1,va,0,2,3111086480,12,4488847,1,20,379117,86,3,747,24,X,Xavier
296,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,3,1921499973,1,2469062,1,53,463102,88,4,743,9,I,Ingrid
297,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,4,152792569,17,442804,3,23,476415,93,5,746,16,P,Patel
298,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,5,2,692367324,8,29532,3,52,114821,86,4,777,14,N,Noth
299,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,3,0,395241517,33,3442000,1,47,280978,87,4,707,7,G,Griegio
300,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,7,2,716886354,15,4426569,3,43,85593,87,5,834,21,U,Underwood
301,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,6,0,4317908863,17,471668,3,28,211916,88,5,777,19,S,Szu
302,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,6,7,603058220,14,2915639,3,38, ,88,3,715,10,J,Jasper
303,0,no_advisor_sale,0,1,1,1,0,captive,1,va,1,4,919425512,17,750420,3,40,415765,95,4,641,8,H,Hassan
304,0,no_advisor_sale,1,1,0,1,1,bank_broker,1,va,3,0,1935858858,20,3053111,3,43, ,96,4,739,15,O,Ojj
305,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,1,5,744068533,7,4078007,2,55,62296,83,1,781,24,X,Xavier
306,0,no_advisor_sale,0,0,1,1,2,ria,1,va,2,2,1080632247,12,4119033,3,29,249031,64,2,784,21,U,Underwood
307,0,no_advisor_sale,0,1,1,1,2,ria,1,va,6,1,919771285,21,1349953,3,47,146963,92,1,605,6,F,Funderburk
308,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,0,7,810725888,7,447009,3,31,233186,82,3,793,1,A,Abbott
309,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,2,0,3908785499,23,295223,2,40,292383,52,1,719,8,H,Hassan
310,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,6,4,3995551153,16,1750206,2,22, ,98,2,702,14,N,Noth
311,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,6,625385797,16,80261,1,44,256565,81,4,735,16,P,Patel
312,0,no_advisor_sale,0,1,1,0,0,captive,1,va,1,2,1100343955,71,1291599,3,39,176904,86,1,798,12,L,Lula
313,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,0,6,468819168,8,4468310,3,42,106639,86,4,791,19,S,Szu
314,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,1,3,1918172784,9,146272,3,70, ,89,1,728,10,J,Jasper
315,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,3,1,3448072124,13,1066662,1,27,221780,68,3,703,22,V,Vasquez
316,0,no_advisor_sale,0,1,1,0,2,ria,1,va,3,7,464983738,16,350224,2,42,81885,90,5,781,20,T,Tavares
317,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,6,7,2498678571,11,4118931,2,30,270742,90,1,759,25,Y,Yang
318,0,no_advisor_sale,0,0,0,0,0,captive,1,va,2,2,4058198194,8,4584495,3,59,340090,82,2,848,5,E,English
319,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,6,1,4156626265,15,885282,3,68,120075,52,3,814,23,W,Werner
320,0,no_advisor_sale,0,0,0,0,0,captive,1,va,3,4,88230693,11,250624,2,69,162664,56,1,845,5,E,English
321,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,1,2,138595499,14,3328227,1,20,145300,92,5,788,16,P,Patel
322,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,3,4562225906,7,2792062,3,37,456605,93,4,752,4,D,Devon
323,0,no_advisor_sale,0,1,0,0,0,captive,1,va,5,4,59383473,8,103767,2,31,114840,85,0,633,6,F,Funderburk
324,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,2,2546941525,14,2092654,2,45,196877,77,1,750,22,V,Vasquez
325,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,2,0,544273872,23,2223551,3,25,116547,51,2,770,14,N,Noth
326,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,4,999055744,15,75601,2,26, ,90,2,711,2,B,Bost
327,0,no_advisor_sale,1,1,0,0,2,ria,1,va,1,0,261522834,15,293277,2,54, ,79,3,796,11,K,Kanumba
328,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,5,3,518637665,6,3099700,2,45,123969,61,2,706,10,J,Jasper
329,0,no_advisor_sale,0,0,1,0,0,captive,1,va,3,2,477567978,4,3385244,2,81,114161,83,0,739,14,N,Noth
330,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,7,567391005,23,1439195,3,20,70671,86,3,752,14,N,Noth
331,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,1,2608179448,22,4530064,3,40,107339,56,1,788,11,K,Kanumba
332,0,no_advisor_sale,0,0,1,0,0,captive,1,va,1,3,29314741,20,68146,1,47,250176,78,3,657,12,L,Lula
333,0,no_advisor_sale,1,0,1,0,0,captive,1,va,1,5,93179065,13,19486,1,65,358233,95,2,661,12,L,Lula
334,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,7,1,179411010,21,759494,2,34,227659,65,4,707,18,R,Rodriguez
335,0,no_advisor_sale,0,1,1,1,1,bank_broker,1,va,2,1,748724584,15,4038421,2,36,294784,82,4,622,6,F,Funderburk
336,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,1,3,330979168,9,1382815,3,49,83270,86,0,775,13,M,Mambwe
337,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,2,2,277976520,15,8189,1,28,221259,72,4,718,13,M,Mambwe
338,0,no_advisor_sale,0,1,1,1,0,captive,1,va,4,4,18080433,13,1301936,1,45, ,89,4,773,15,O,Ojj
339,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,4,264568122,12,248607,1,31,75604,94,3,731,6,F,Funderburk
340,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,4,2,489604402,19,616043,2,20,426620,93,3,754,9,I,Ingrid
341,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,1,2,196418322,19,1968013,1,27,283888,60,4,780,12,L,Lula
342,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,1,4750973048,11,2166480,1,43,201608,62,3,740,16,P,Patel
343,0,no_advisor_sale,0,1,1,0,2,ria,1,va,3,5,820086023,20,2553174,2,64,476049,85,2,737,13,M,Mambwe
344,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,3,0,4693311114,11,2504593,3,27,258284,67,4,780,3,C,Chatterji
345,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,6,42254437,11,372792,1,69,294426,51,3,833,2,B,Bost
346,0,no_advisor_sale,0,1,1,1,0,captive,1,va,5,5,1816200683,11,477535,3,36,108213,66,1,780,6,F,Funderburk
347,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,6,872225482,17,3082912,1,37,168863,76,4,627,17,Q,Quigley
348,0,no_advisor_sale,1,1,1,1,1,bank_broker,1,va,2,6,2096290618,16,3004471,1,75,289151,71,3,728,21,U,Underwood
349,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,6,1923862930,18,867845,2,23,265997,86,3,826,9,I,Ingrid
350,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,2,2,108688158,7,1031327,1,53,162005,90,1,768,21,U,Underwood
351,0,no_advisor_sale,1,0,0,0,1,bank_broker,0,fixed,1,0,140721117,18,353532,6,19,204094,90,1,775,11,K,Kanumba
352,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,1,3,253690703,18,4396583,2,44,328512,96,4,799,5,E,English
353,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,2,0,978403908,22,393612,2,65,183980,86,3,739,3,C,Chatterji
354,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,6,4,450735621,8,257393,2,27,235537,93,4,687,10,J,Jasper
355,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,5,2,476911920,20,3620891,3,21,145067,85,4,625,7,G,Griegio
356,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,2,4,2120904470,13,917235,1,45,109729,93,5,797,2,B,Bost
357,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,2,2,834569089,17,3239729,1,21,142619,87,4,726,12,L,Lula
358,0,no_advisor_sale,0,0,1,1,0,captive,1,va,0,7,106768042,16,291739,1,22,144892,78,3,782,20,T,Tavares
359,0,no_advisor_sale,0,1,0,0,0,captive,1,va,6,3,344189117,11,201722,2,50,78219,54,5,771,22,V,Vasquez
360,0,no_advisor_sale,0,1,0,0,0,captive,1,va,6,0,363367073,17,2026942,2,36,225528,69,1,738,4,D,Devon
361,0,no_advisor_sale,0,0,0,1,1,bank_broker,1,va,3,1,335158529,8,732817,3,45,107126,68,1,850,22,V,Vasquez
362,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,1,3,60331703,19,3738858,3,29,264335,68,0,807,8,H,Hassan
363,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,0,23455626,16,382502,3,45,233546,63,3,769,18,R,Rodriguez
364,0,no_advisor_sale,1,0,0,0,1,bank_broker,1,va,2,0,4040718755,21,1337288,3,74,163171,100,3,762,13,M,Mambwe
365,0,no_advisor_sale,0,1,1,0,0,captive,1,va,7,3,116971664,10,2123760,1,42, ,92,3,834,15,O,Ojj
366,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,4,5,2677103769,3,444089,3,67,94031,61,4,737,21,U,Underwood
367,0,no_advisor_sale,0,0,1,0,0,captive,1,va,1,4,927374398,11,2714719,3,37,241218,81,5,779,11,K,Kanumba
368,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,4,7,892841286,10,273344,1,76, ,96,4,752,1,A,Abbott
369,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,6,4,55689874,10,1518257,2,32,348140,88,1,787,16,P,Patel
370,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,2,1485596865,12,344878,3,41,261243,95,4,721,16,P,Patel
371,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,4,0,819300682,10,659044,1,70,263102,84,5,808,1,A,Abbott
372,0,no_advisor_sale,1,1,1,0,1,bank_broker,1,va,3,3,16518364,17,402968,2,20,84518,73,3,708,13,M,Mambwe
373,0,no_advisor_sale,0,0,1,0,0,captive,1,va,4,2,16558275,17,1346675,1,47,410785,77,4,731,23,W,Werner
374,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,3,4,86682489,16,2939322,2,43,188209,78,3,705,18,R,Rodriguez
375,0,no_advisor_sale,0,0,1,1,0,captive,1,va,6,6,1030179034,15,1020254,1,34,184982,84,1,776,11,K,Kanumba
376,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,2,4,886811743,15,83930,1,45, ,85,4,799,22,V,Vasquez
377,0,no_advisor_sale,0,1,1,0,1,bank_broker,1,va,4,7,766346324,12,1223870,2,29,239136,93,4,767,7,G,Griegio
378,0,no_advisor_sale,0,1,1,0,0,captive,1,va,4,6,13344329,9,465876,3,22,215201,59,1,769,20,T,Tavares
379,0,no_advisor_sale,0,0,1,1,0,captive,1,va,2,2,35186025,14,117561,3,39, ,95,5,685,1,A,Abbott
380,0,no_advisor_sale,0,1,0,0,0,captive,1,va,7,1,87159799,17,440737,1,84,201835,100,1,773,9,I,Ingrid
381,0,no_advisor_sale,0,1,1,0,0,captive,1,va,6,2,329688643,15,96238,2,26, ,57,2,728,9,I,Ingrid
382,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,5,6,1177896785,13,1071073,1,62,80769,88,3,692,18,R,Rodriguez
383,0,no_advisor_sale,1,0,0,1,1,bank_broker,1,va,3,2,419028668,14,4852008,2,29,103301,86,3,805,17,Q,Quigley
384,0,no_advisor_sale,1,1,1,0,2,ria,1,va,2,1,195563697,18,3596034,2,36,211488,88,2,799,3,C,Chatterji
385,0,no_advisor_sale,0,1,0,1,0,captive,0,fixed,3,5,497760601,15,610394,12,38,148233,87,5,702,9,I,Ingrid
386,0,no_advisor_sale,0,0,1,0,0,captive,1,va,2,1,778356935,9,323244,3,40,92917,76,3,682,23,W,Werner
387,0,no_advisor_sale,0,0,0,0,2,ria,1,va,3,1,68084372,14,2015301,2,56,206408,100,5,753,13,M,Mambwe
388,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,7,0,761246679,9,271943,1,19,104746,66,4,773,7,G,Griegio
389,0,no_advisor_sale,0,1,1,0,0,captive,1,va,3,2,516873662,21,235038,1,26,271480,74,2,777,14,N,Noth
390,0,no_advisor_sale,0,0,0,0,1,bank_broker,1,va,7,0,2479700420,7,4319469,3,53, ,100,3,610,3,C,Chatterji
391,0,no_advisor_sale,0,0,0,0,0,captive,1,va,6,3,923518882,16,229851,2,38,51928,100,4,710,25,Y,Yang
392,0,no_advisor_sale,0,0,0,1,0,captive,1,va,7,3,251945979,14,67100,1,47,225627,90,4,726,19,S,Szu
393,0,no_advisor_sale,0,0,0,0,0,captive,1,va,6,6,948041540,23,303844,3,25,134542,68,4,743,12,L,Lula
394,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,6,4,581005525,18,91128,2,50,248018,87,0,791,16,P,Patel
395,0,no_advisor_sale,0,0,1,1,1,bank_broker,1,va,5,2,717958600,7,519619,3,51,196501,91,3,845,6,F,Funderburk
396,0,no_advisor_sale,1,0,0,0,0,captive,1,va,2,2,601239276,15,339272,1,44,391469,90,2,772,7,G,Griegio
397,0,no_advisor_sale,1,1,0,0,1,bank_broker,1,va,2,5,3915747295,23,770023,2,58,106072,99,5,759,23,W,Werner
398,0,no_advisor_sale,0,1,1,0,0,captive,1,va,5,3,240460018,12,4587588,2,24,185623,99,5,659,17,Q,Quigley
399,0,no_advisor_sale,0,1,0,0,1,bank_broker,1,va,3,2,24231031,7,507927,1,60,100566,91,4,696,5,E,English
400,0,no_advisor_sale,1,1,0,0,0,captive,1,va,6,1,55921395,17,616029,1,80,433885,81,3,756,22,V,Vasquez
401,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,3,4,46100884,35,306924,3,33,263900,83,5,661,17,Q,Quigley
402,0,no_advisor_sale,0,0,1,0,0,captive,1,va,7,3,75510833,18,1875418,1,35,219870,86,4,830,3,C,Chatterji
403,0,no_advisor_sale,1,0,1,0,1,bank_broker,1,va,1,2,1715045188,18,2602116,2,24,453921,87,0,761,22,V,Vasquez
404,0,no_advisor_sale,0,0,1,0,1,bank_broker,1,va,4,0,670836329,9,573653,2,19,155280,76,1,819,5,E,English
405,0,no_advisor_sale,1,1,1,0,2,ria,1,va,0,6,344480135,16,526830,2,29,123561,95,2,798,8,H,Hassan
