"analytic_partition","advisor","advisor_churn","advisor_churn_type","sf_face_2_face","sf_call_outbound","sf_call_inbound","sf_email_inbound","channel","channel_type","primary_prod_sold_va","primary_prod_sold_type","sf_email_campaigns","advisor_hh_children","advisor_advising_years","advisor_aum","advisor_annuity_selling_years","advisor_age","advisor_net_worth","advisor_credit_hist_mos","advisor_firm_changes","advisor_credit_score","wholesaler","wholesaler_i","wholesaler_name","advisor_net_worth_imp","channel_type_enc","va_mkt_opp","d_bank","d_wirehouse","d_ria","advisor_aum_bin","advisor_net_worth_log"
1,2610,0,no_advisor_churn,0,0,1,0,1,wirehouse,0,fixed,2,2,9,1971263,6,36,,78,1,806,24,X,Xavier,285714.02775,3,-0.226956589,0,1,0,3,12.562746687
1,2611,0,no_advisor_churn,0,1,1,1,2,ria,1,va,5,1,32,1285999,3,30,347337,92,2,771,3,C,Chatterji,347337,2,1.5332624471,0,0,1,2,12.758050769
1,2612,0,no_advisor_churn,0,1,1,0,0,bank,1,va,4,1,24,420669,3,24,177481,71,5,713,12,L,Lula,177481,1,-0.000104176,1,0,0,1,12.08661884
1,2613,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,3,15,354210,3,31,,51,2,745,19,S,Szu,446972.77719,3,-0.108705758,0,1,0,1,13.010252971
1,2614,0,no_advisor_churn,1,0,1,0,0,bank,1,va,3,0,13,409779,2,37,82612,85,4,785,19,S,Szu,82612,1,-0.703520495,1,0,0,1,11.321910227
0,2615,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,6,8,1773999,3,29,275725,42,5,618,18,R,Rodriguez,275725,3,2.4753736338,0,1,0,3,12.527159271
1,2616,0,no_advisor_churn,0,1,0,1,1,wirehouse,0,fixed,3,1,17,2422636,4,32,71955,92,4,779,8,H,Hassan,71955,3,-0.638027876,0,1,0,4,11.183796203
1,2617,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,2,18,3798146,3,32,188375,84,1,763,4,D,Devon,188375,3,2.6384454463,0,1,0,6,12.146189936
1,2618,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,2,1,11,440100,1,27,,88,1,798,2,B,Bost,280088.75741,3,-0.545895306,0,1,0,1,12.542861823
1,2619,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,4,4,13,1053993,1,30,,85,3,809,9,I,Ingrid,232689.03153,3,-0.25339065,0,1,0,2,12.357458213
1,2620,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,5,16,82285,3,64,299968,76,4,692,4,D,Devon,299968,3,-0.707421357,0,1,0,1,12.611431081
1,2621,0,no_advisor_churn,1,1,1,0,2,ria,1,va,4,2,18,3953554,2,41,485684,69,3,714,17,Q,Quigley,485684,2,-0.619387172,0,0,1,6,13.093313486
0,2622,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,2,2,24,739460,2,50,172027,93,4,773,3,C,Chatterji,172027,3,-0.648920981,0,1,0,2,12.05540672
1,2623,0,no_advisor_churn,0,1,0,0,0,bank,0,fixed,6,3,15,1851831,16,42,,61,3,839,23,W,Werner,379134.52234,1,-0.640560771,1,0,0,3,12.845646361
1,2624,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,0,9,4462184,3,25,237375,74,2,772,13,M,Mambwe,237375,1,-0.499518877,1,0,0,7,12.377396448
1,2625,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,6,10,4665634,1,21,167812,97,4,711,25,Y,Yang,167812,1,-0.704918711,1,0,0,7,12.030599584
1,2626,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,3,8,2194185,2,40,149214,93,3,672,5,E,English,149214,3,-0.675881573,0,1,0,4,11.913136796
1,2627,0,no_advisor_churn,1,0,1,1,0,bank,1,va,7,4,9,3118663,1,36,216783,53,4,737,15,O,Ojj,216783,1,-0.674544959,1,0,0,5,12.286652132
2,2628,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,3,17,242404,3,61,,67,3,831,16,P,Patel,246413.84005,3,-0.295645672,0,1,0,1,12.414767678
1,2629,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,5,17,669366,2,24,183644,61,4,798,19,S,Szu,183644,1,3.6813849206,1,0,0,1,12.12075438
1,2630,0,no_advisor_churn,0,0,0,1,2,ria,1,va,2,2,10,301231,3,22,284613,81,4,771,3,C,Chatterji,284613,2,-0.685986842,0,0,1,1,12.558885642
0,2631,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,7,18,90420,3,46,437353,86,1,668,10,J,Jasper,437353,1,-0.551355184,1,0,0,1,12.988495928
0,2632,0,no_advisor_churn,1,1,1,0,0,bank,1,va,2,3,6,2371327,2,65,140590,98,3,832,21,U,Underwood,140590,1,-0.202516705,1,0,0,4,11.853603132
1,2633,0,no_advisor_churn,0,0,1,1,0,bank,1,va,7,3,13,430120,2,20,230101,67,4,731,22,V,Vasquez,230101,1,-0.692885728,1,0,0,1,12.346273622
1,2634,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,1,3,16,3599010,1,25,430638,81,3,660,7,G,Griegio,430638,3,-0.704833437,0,1,0,6,12.973023109
0,2635,0,no_advisor_churn,0,1,0,0,2,ria,1,va,3,2,9,3248235,2,19,279481,100,3,794,19,S,Szu,279481,2,-0.633387081,0,0,1,5,12.540689591
1,2636,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,6,5,15,19949,3,21,66850,81,3,680,13,M,Mambwe,66850,3,-0.24237054,0,1,0,1,11.110206583
1,2637,0,no_advisor_churn,1,0,1,0,2,ria,1,va,4,0,15,4877732,3,25,210340,90,5,841,8,H,Hassan,210340,2,-0.100907757,0,0,1,7,12.256480548
0,2638,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,4,1,16,4833945,3,61,456842,80,4,806,15,O,Ojj,456842,3,-0.652866782,0,1,0,7,13.032092877
1,2639,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,4,0,14,1193608,3,33,235132,85,5,839,25,Y,Yang,235132,3,1.2817149756,0,1,0,2,12.367902338
0,2640,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,7,16,22801,3,21,166425,69,1,764,11,K,Kanumba,166425,3,-0.440950357,0,1,0,1,12.022300036
0,2641,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,3,8,325928,1,40,221307,88,5,754,13,M,Mambwe,221307,3,1.9469164256,0,1,0,1,12.307306157
1,2642,0,no_advisor_churn,0,1,0,0,2,ria,1,va,1,4,4,321744,2,26,311832,59,2,815,20,T,Tavares,311832,2,0.0627433977,0,0,1,1,12.65021986
1,2643,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,4,15,471536,2,23,160047,76,1,767,18,R,Rodriguez,160047,3,0.0367747704,0,1,0,1,11.983222801
1,2644,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,0,6,8,2375408,1,50,96036,88,4,734,9,I,Ingrid,96036,3,-0.260234062,0,1,0,4,11.4724784
1,2645,0,no_advisor_churn,1,0,1,0,0,bank,1,va,0,1,15,2476830,2,31,127460,88,2,657,1,A,Abbott,127460,1,-0.56439284,1,0,0,4,11.755557869
1,2646,0,no_advisor_churn,1,1,0,0,0,bank,1,va,4,1,21,472130,2,47,176717,90,2,700,10,J,Jasper,176717,1,3.7595782424,1,0,0,1,12.082304862
1,2647,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,0,24,4776277,2,20,57253,89,5,744,7,G,Griegio,57253,3,-0.280592034,0,1,0,7,10.955235322
0,2648,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,3,13,1627266,2,40,,59,4,790,18,R,Rodriguez,180453.52649,3,-0.644220656,0,1,0,3,12.103228553
1,2649,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,1,5,16,2162099,2,21,294066,91,4,796,3,C,Chatterji,294066,3,-0.686451407,0,1,0,4,12.591559511
1,2650,0,no_advisor_churn,1,0,1,0,0,bank,0,fixed,1,6,11,402156,6,70,88071,63,2,648,4,D,Devon,88071,1,-0.095220176,1,0,0,1,11.385898586
0,2651,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,1,7,321020,2,37,138674,82,2,703,14,N,Noth,138674,1,-0.641735983,1,0,0,1,11.839881134
0,2652,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,2,7,10,261835,2,57,96059,87,4,752,1,A,Abbott,96059,3,1.6457030324,0,1,0,1,11.472717865
1,2653,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,1,1,27,4489694,1,78,,84,5,815,19,S,Szu,418896.56848,3,-0.033353678,0,1,0,7,12.945379315
1,2654,0,no_advisor_churn,0,0,1,1,2,ria,1,va,2,1,8,4422262,2,37,261170,65,4,778,12,L,Lula,261170,2,-0.464466741,0,0,1,7,12.472926815
1,2655,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,7,5,19,4825064,3,36,214903,81,4,736,23,W,Werner,214903,3,0.1060366263,0,1,0,7,12.277942043
1,2656,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,6,4,12,1057600,1,40,272592,58,3,730,13,M,Mambwe,272592,3,-0.647044724,0,1,0,2,12.515731451
1,2657,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,7,2,15,697324,1,37,,77,4,821,17,Q,Quigley,395591.90187,3,0.0007559225,0,1,0,1,12.888138408
0,2658,0,no_advisor_churn,0,1,1,1,0,bank,1,va,3,6,19,3375472,2,59,134141,66,5,796,17,Q,Quigley,134141,1,-0.102801952,1,0,0,5,11.806646765
0,2659,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,2,19,4128936,2,38,,86,4,746,19,S,Szu,175153.20491,3,-0.293824863,0,1,0,6,12.073416327
0,2660,0,no_advisor_churn,0,0,0,1,0,bank,1,va,1,4,13,4228976,2,56,258861,97,3,762,18,R,Rodriguez,258861,1,1.496298507,1,0,0,6,12.464046517
1,2661,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,4,12,84287,3,50,51375,68,4,795,13,M,Mambwe,51375,1,-0.661380848,1,0,0,1,10.846906952
0,2662,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,4,9,1568740,1,38,259639,88,3,784,17,Q,Quigley,259639,1,1.8272564923,1,0,0,3,12.467047484
0,2663,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,7,7,17,4051181,1,41,117648,90,1,715,11,K,Kanumba,117648,3,0.0789955836,0,1,0,6,11.675452394
1,2664,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,0,16,17961,3,35,155583,87,1,829,22,V,Vasquez,155583,3,-0.222853224,0,1,0,1,11.95493463
1,2665,0,no_advisor_churn,1,1,0,0,1,wirehouse,1,va,3,4,9,445926,3,50,281009,63,1,773,13,M,Mambwe,281009,3,-0.164950468,0,1,0,1,12.546141976
2,2666,0,no_advisor_churn,1,0,0,1,1,wirehouse,1,va,3,4,12,2262279,2,60,271257,87,4,711,6,F,Funderburk,271257,3,-0.280639674,0,1,0,4,12.51082199
1,2667,0,no_advisor_churn,0,0,1,1,2,ria,1,va,3,4,13,2621475,3,45,245509,84,4,716,1,A,Abbott,245509,2,0.1152334588,0,0,1,4,12.411088885
1,2668,0,no_advisor_churn,0,1,0,0,0,bank,1,va,3,2,10,1951094,2,59,491337,95,3,789,22,V,Vasquez,491337,1,0.0023411322,1,0,0,3,13.104885526
0,2669,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,6,24,920265,3,70,412737,82,3,807,8,H,Hassan,412737,3,-0.642113391,0,1,0,2,12.930565865
0,2670,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,7,2,13,4817061,2,21,278690,85,3,815,7,G,Griegio,278690,3,0.0420041258,0,1,0,7,12.537855332
0,2671,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,5,14,436378,3,50,85018,82,2,840,16,P,Patel,85018,1,2.4485283693,1,0,0,1,11.350618278
1,2672,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,7,3,19,2528106,2,47,55493,99,4,630,3,C,Chatterji,55493,3,0.0755203546,0,1,0,4,10.924012166
1,2673,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,1,0,29,72865,3,53,242224,63,0,714,22,V,Vasquez,242224,3,1.6837116392,0,1,0,1,12.397618197
1,2674,0,no_advisor_churn,0,0,1,1,0,bank,1,va,6,2,12,45965,2,40,277439,88,5,823,6,F,Funderburk,277439,1,-0.707681671,1,0,0,1,12.533356368
1,2675,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,1,6,9,160381,3,60,122016,81,5,736,6,F,Funderburk,122016,3,-0.674690905,0,1,0,1,11.711907463
0,2676,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,2,7,17,3278510,1,28,155893,99,0,666,5,E,English,155893,3,-0.398530256,0,1,0,5,11.956925153
1,2677,0,no_advisor_churn,1,1,1,0,0,bank,1,va,3,4,17,54532,1,31,185431,94,1,790,12,L,Lula,185431,1,-0.21613104,1,0,0,1,12.130438124
1,2678,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,0,24,76691,1,38,189168,78,3,748,6,F,Funderburk,189168,3,-0.273399346,0,1,0,1,12.150390788
2,2679,0,no_advisor_churn,0,0,1,1,0,bank,1,va,1,0,10,2085503,3,31,120913,87,5,733,7,G,Griegio,120913,1,0.0326702145,1,0,0,3,11.702826558
0,2680,0,no_advisor_churn,1,0,1,1,0,bank,1,va,4,2,8,1051706,1,50,,97,1,602,3,C,Chatterji,185381.19864,1,0.0546863219,1,0,0,2,12.130169517
1,2681,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,1,4,34,236010,3,29,,89,5,764,17,Q,Quigley,271497.84268,3,0.0500308491,0,1,0,1,12.511709472
1,2682,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,4,5,9,2616053,1,52,,86,2,715,12,L,Lula,202728.6455,3,1.8402914826,0,1,0,4,12.219623642
0,2683,0,no_advisor_churn,1,1,0,0,2,ria,1,va,0,1,11,1670936,2,53,176227,95,3,672,8,H,Hassan,176227,2,-0.171826032,0,0,1,3,12.079528216
1,2684,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,6,77,4116679,3,39,235452,62,4,737,20,T,Tavares,235452,1,-0.456049171,1,0,0,6,12.36926235
1,2685,0,no_advisor_churn,0,1,1,1,1,wirehouse,0,fixed,4,3,16,2341998,12,38,118066,90,1,781,15,O,Ojj,118066,3,-0.136561064,0,1,0,4,11.678999069
1,2686,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,7,18,464045,1,27,347463,90,2,730,23,W,Werner,347463,3,-0.662415441,0,1,0,1,12.758413463
1,2687,0,no_advisor_churn,0,1,0,1,0,bank,1,va,5,3,11,4057700,1,46,292970,94,4,726,18,R,Rodriguez,292970,1,0.116634283,1,0,0,6,12.587825494
1,2688,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,3,0,16,1952651,3,44,109577,86,4,774,14,N,Noth,109577,3,3.5695502931,0,1,0,3,11.604382777
1,2689,0,no_advisor_churn,0,1,1,1,2,ria,1,va,5,7,14,1962075,1,40,94908,71,3,817,21,U,Underwood,94908,2,2.8186002002,0,0,1,3,11.46066328
2,2690,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,6,8,4600003,3,60,114232,63,1,699,2,B,Bost,114232,3,0.0084869647,0,1,0,7,11.645986747
2,2691,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,7,3,12,2462781,2,44,90761,69,3,834,3,C,Chatterji,90761,3,-0.331475641,0,1,0,4,11.415984957
0,2692,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,2,3,11,3674970,2,37,395207,100,1,796,19,S,Szu,395207,3,-0.673126063,0,1,0,6,12.887164957
1,2693,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,4,4,13,4270953,2,36,298872,63,4,726,3,C,Chatterji,298872,3,1.1610586987,0,1,0,6,12.607770667
2,2694,0,no_advisor_churn,0,0,1,0,0,bank,1,va,7,4,13,3685162,3,41,284216,97,5,779,23,W,Werner,284216,1,-0.702622168,1,0,0,6,12.557489791
1,2695,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,2,7,20,1640162,3,56,,90,5,850,16,P,Patel,397802.34738,3,0.8385057604,0,1,0,3,12.893710546
1,2696,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,2,6,16,72470,1,41,108088,84,4,782,19,S,Szu,108088,3,3.624531291,0,1,0,1,11.590700989
1,2697,0,no_advisor_churn,1,0,1,0,1,wirehouse,0,fixed,2,0,18,820740,7,27,102322,86,3,723,21,U,Underwood,102322,3,0.0078925557,0,1,0,2,11.535879983
0,2698,0,no_advisor_churn,1,0,1,0,2,ria,1,va,2,2,13,465493,3,61,193397,91,1,753,13,M,Mambwe,193397,2,0.0654904663,0,0,1,1,12.17250035
0,2699,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,6,7,18,89030,3,29,317603,74,4,713,15,O,Ojj,317603,3,1.2803195355,0,1,0,1,12.668557454
1,2700,0,no_advisor_churn,0,1,1,1,1,wirehouse,1,va,4,1,16,1831078,1,26,329486,58,5,743,7,G,Griegio,329486,3,2.5319606856,0,1,0,3,12.705289143
0,2701,0,no_advisor_churn,1,0,1,0,0,bank,1,va,4,2,12,1571241,2,42,69484,52,5,766,2,B,Bost,69484,1,2.9511760697,1,0,0,3,11.148851789
1,2702,0,no_advisor_churn,0,1,1,0,0,bank,1,va,3,1,13,3599343,3,42,74177,85,1,694,24,X,Xavier,74177,1,-0.634689221,1,0,0,6,11.214209408
1,2703,0,no_advisor_churn,1,0,0,0,0,bank,1,va,7,0,17,1707198,2,46,258947,67,4,616,11,K,Kanumba,258947,1,0.1111121705,1,0,0,3,12.464378687
0,2704,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,1,6,23,3899866,2,27,280120,91,4,713,16,P,Patel,280120,3,0.1639636252,0,1,0,6,12.542973362
0,2705,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,3,7,1279098,3,21,,86,3,658,2,B,Bost,90654.516353,3,0.0149339761,0,1,0,2,11.414811037
1,2706,0,no_advisor_churn,1,0,0,0,1,wirehouse,1,va,1,2,9,91402,2,32,348719,52,1,787,15,O,Ojj,348719,3,-0.684250606,0,1,0,1,12.762021719
1,2707,0,no_advisor_churn,1,1,1,1,0,bank,1,va,7,2,30,91298,3,30,,98,4,701,9,I,Ingrid,243119.10834,1,1.2812422116,1,0,0,1,12.40130676
1,2708,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,0,3,17,3338942,2,37,239817,57,5,709,15,O,Ojj,239817,3,0.0017157608,0,1,0,5,12.387631411
0,2709,0,no_advisor_churn,0,0,0,1,0,bank,1,va,2,2,13,4043950,2,48,66030,90,4,796,6,F,Funderburk,66030,1,-0.671763667,1,0,0,6,11.097864463
2,2710,0,no_advisor_churn,0,1,0,0,0,bank,1,va,4,0,30,3779277,1,43,78759,85,0,724,18,R,Rodriguez,78759,1,-0.260705897,1,0,0,6,11.274147836
1,2711,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,7,4,18,3924955,3,19,263996,93,3,738,5,E,English,263996,3,-0.661713654,0,1,0,6,12.48368923
0,2712,0,no_advisor_churn,0,0,0,0,1,wirehouse,1,va,1,3,19,4903633,2,59,222771,85,3,723,24,X,Xavier,222771,3,-0.503867491,0,1,0,7,12.313899617
1,2713,0,no_advisor_churn,1,0,1,0,0,bank,1,va,2,5,9,4021022,3,20,123758,92,2,709,6,F,Funderburk,123758,1,3.4174644006,1,0,0,6,11.726083325
0,2714,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,2,3,14,3453449,3,23,,97,2,828,8,H,Hassan,179069.20358,3,-0.704966883,0,1,0,5,12.095527622
0,2715,0,no_advisor_churn,1,1,1,0,1,wirehouse,1,va,3,1,7,5916,3,40,158822,52,3,795,1,A,Abbott,158822,3,-0.17590239,0,1,0,1,11.975539357
1,2716,0,no_advisor_churn,0,1,0,0,0,bank,1,va,2,5,16,282216,3,63,153945,93,4,725,14,N,Noth,153945,1,-0.121188888,1,0,0,1,11.944350675
1,2717,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,6,4,17,90499,1,64,219273,62,4,801,18,R,Rodriguez,219273,3,2.3040072296,0,1,0,1,12.298072808
1,2718,0,no_advisor_churn,0,0,0,1,1,wirehouse,1,va,6,3,8,431921,1,50,235855,90,4,751,2,B,Bost,235855,3,0.0545880777,0,1,0,1,12.370972488
1,2719,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,5,14,251297,2,25,58957,97,5,752,17,Q,Quigley,58957,1,1.4908909984,1,0,0,1,10.984563644
2,2720,0,no_advisor_churn,1,1,1,0,0,bank,1,va,4,0,7,488748,2,46,106318,93,4,778,22,V,Vasquez,106318,1,-0.495451837,1,0,0,1,11.574189882
2,2721,0,no_advisor_churn,1,1,0,1,1,wirehouse,1,va,3,4,13,112953,2,43,59014,100,5,676,3,C,Chatterji,59014,3,-0.636507717,0,1,0,1,10.985529983
0,2722,0,no_advisor_churn,1,1,1,0,0,bank,1,va,1,3,1,1567551,3,46,82296,78,1,751,25,Y,Yang,82296,1,0.0313699132,1,0,0,3,11.318077783
1,2723,0,no_advisor_churn,0,0,1,0,0,bank,1,va,4,0,24,482069,1,55,467803,83,1,795,19,S,Szu,467803,1,-0.643187725,1,0,0,1,13.055802546
1,2724,0,no_advisor_churn,0,1,1,0,0,bank,1,va,2,3,16,4048904,1,61,132899,84,5,711,3,C,Chatterji,132899,1,-0.059638684,1,0,0,6,11.79734472
1,2725,0,no_advisor_churn,0,0,1,0,0,bank,1,va,1,0,13,469186,3,58,249221,100,3,710,9,I,Ingrid,249221,1,-0.704281917,1,0,0,1,12.426095332
0,2726,0,no_advisor_churn,0,0,0,1,0,bank,0,fixed,3,0,12,2230448,6,53,147663,86,5,767,10,J,Jasper,147663,1,0.0809067141,1,0,0,4,11.902687929
1,2727,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,3,3,14,4882659,3,41,270309,92,2,666,8,H,Hassan,270309,3,-0.711061164,0,1,0,7,12.507321028
0,2728,0,no_advisor_churn,0,0,1,1,0,bank,1,va,3,5,8,148147,3,33,337356,73,1,787,25,Y,Yang,337356,1,-0.699768398,1,0,0,1,12.728894032
2,2729,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,1,24,3411226,1,55,103589,95,4,653,8,H,Hassan,103589,3,-0.235436659,0,1,0,5,11.548186426
1,2730,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,1,10,4270386,2,22,105350,65,5,809,10,J,Jasper,105350,3,-0.251337494,0,1,0,6,11.565043419
2,2731,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,4,6,11,184159,2,46,400940,83,4,787,2,B,Bost,400940,3,0.0989644818,0,1,0,1,12.901567069
1,2732,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,1,11,1128934,2,40,,59,5,573,6,F,Funderburk,299003.28133,3,0.0198125003,0,1,0,2,12.608209827
1,2733,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,1,0,13,996755,3,23,438060,84,5,798,11,K,Kanumba,438060,3,-0.703687802,0,1,0,2,12.990111166
1,2734,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,7,0,33,2705443,2,68,,98,5,814,11,K,Kanumba,83198.430905,3,-0.251901946,0,1,0,4,11.328983767
2,2735,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,4,1,16,192798,3,48,113394,88,1,778,12,L,Lula,113394,3,0.6153195447,0,1,0,1,11.638623759
0,2736,0,no_advisor_churn,1,0,1,1,1,wirehouse,1,va,1,0,19,310046,1,23,127393,93,5,778,12,L,Lula,127393,3,1.7028389606,0,1,0,1,11.755032076
0,2737,0,no_advisor_churn,1,1,1,0,2,ria,1,va,7,7,13,4990901,2,38,249729,74,1,745,11,K,Kanumba,249729,2,0.1754611944,0,0,1,7,12.428131609
0,2738,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,6,4,8,414295,1,32,183400,92,3,840,24,X,Xavier,183400,3,-0.139784268,0,1,0,1,12.119424839
1,2739,0,no_advisor_churn,0,1,1,0,2,ria,1,va,4,6,17,2350497,1,32,265289,89,4,661,9,I,Ingrid,265289,2,-0.022268484,0,0,1,4,12.488575077
1,2740,0,no_advisor_churn,0,0,0,0,0,bank,1,va,6,0,28,239499,2,27,254891,87,3,672,22,V,Vasquez,254891,1,-0.652147497,1,0,0,1,12.448591282
0,2741,0,no_advisor_churn,1,0,0,1,0,bank,1,va,2,2,8,333731,3,23,284280,94,4,658,5,E,English,284280,1,-0.637188478,1,0,0,1,12.557714947
1,2742,0,no_advisor_churn,1,1,1,1,1,wirehouse,1,va,4,4,10,1595764,1,50,209700,85,5,757,17,Q,Quigley,209700,3,-0.518115788,0,1,0,3,12.253433217
0,2743,0,no_advisor_churn,0,0,0,0,0,bank,1,va,2,2,18,58696,1,28,91668,71,5,723,4,D,Devon,91668,1,-0.170920553,1,0,0,1,11.425928633
0,2744,0,no_advisor_churn,1,0,1,0,0,bank,1,va,5,1,7,20421,1,69,147977,89,5,836,3,C,Chatterji,147977,1,2.5435084811,1,0,0,1,11.904812135
1,2745,0,no_advisor_churn,0,0,0,0,0,bank,0,fixed,7,4,21,468732,4,40,235368,93,4,692,4,D,Devon,235368,1,-0.650154242,1,0,0,1,12.368905526
1,2746,0,no_advisor_churn,0,0,1,0,1,wirehouse,1,va,4,3,14,1001023,3,69,267187,69,3,785,23,W,Werner,267187,3,-0.510317796,0,1,0,2,12.495704067
1,2747,0,no_advisor_churn,0,1,0,1,1,wirehouse,1,va,2,0,17,269151,1,35,95868,100,5,737,10,J,Jasper,95868,3,0.1560893874,0,1,0,1,11.470727524
0,2748,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,7,0,7,126378,1,34,281391,65,3,726,22,V,Vasquez,281391,3,-0.326468075,0,1,0,1,12.54750044
1,2749,0,no_advisor_churn,1,0,1,0,1,wirehouse,1,va,4,4,17,364370,1,29,,39,0,762,1,A,Abbott,368943.53872,3,0.0506145649,0,1,0,1,12.8183989
0,2750,0,no_advisor_churn,0,0,1,1,1,wirehouse,1,va,3,5,9,953397,3,66,68000,91,4,842,11,K,Kanumba,68000,3,-0.112055427,0,1,0,2,11.127262984
0,2751,0,no_advisor_churn,1,1,0,1,0,bank,1,va,1,0,18,453275,3,19,156267,81,3,761,19,S,Szu,156267,1,2.2494420416,1,0,0,1,11.959321362
1,2752,0,no_advisor_churn,1,0,0,0,0,bank,0,fixed,1,4,15,2839298,11,20,208607,93,5,793,14,N,Noth,208607,1,-0.620723755,1,0,0,4,12.248207378
0,2753,0,no_advisor_churn,0,1,0,0,1,wirehouse,1,va,3,4,10,3939231,2,43,,82,0,714,3,C,Chatterji,66790.785953,3,-0.60987541,0,1,0,6,11.109320415
1,2754,0,no_advisor_churn,0,0,1,1,0,bank,1,va,5,5,13,3683687,2,38,477014,94,3,676,15,O,Ojj,477014,1,0.7676543981,1,0,0,6,13.07530112
1,2755,0,no_advisor_churn,0,0,1,0,0,bank,1,va,3,2,9,2191346,2,33,,87,0,847,15,O,Ojj,431368.32025,1,-0.014602759,1,0,0,4,12.974717575
0,2756,0,no_advisor_churn,0,1,1,0,2,ria,1,va,5,2,10,2846553,2,25,435804,85,3,824,1,A,Abbott,435804,2,-0.709462572,0,0,1,4,12.98494788
1,2757,0,no_advisor_churn,0,1,1,0,1,wirehouse,1,va,3,5,17,2109804,2,37,224666,74,3,731,8,H,Hassan,224666,3,-0.663483209,0,1,0,3,12.322370134
