Exposure,Age,Bluebook,Rating_Category,DrivingUnderInfluence,Income,Occupation,Marital_Status,Education,Revoked,Gender,MotorVehicleRecordPoint,Car_Age,Travel_Time,Car_Type,uniqueRecordID,CarUse,Claims,PurePremium,_PartInd_,Origination_Source
0.166666667,44,2000,A,1,9623,(missing),S,Bachelors,0,F,5,9,65.2,Van,243,C,0,0,0,
1.583333333,23,19000,A,0,19238,Manager,S,Bachelors,1,F,2,10,72.4,Van,244,C,0,0,0,
0.5,18,6000,A,0,35661,Doctor,S,Masters,0,F,1,9,69.7,SUV,245,P,0,0,0,
1,59,12000,D,1,11542,Home Maker,M,Masters,0,F,7,12,70.2,Sedan,246,C,0,0,2,
1.583333333,61,19000,A,0,7590,Lawyer,M,Masters,0,M,3,1,75,SUV,247,C,0,0,0,
0.166666667,70,2000,A,0,54363,Clerical,M,Less High School,0,F,5,9,75.8,Station Wag,248,P,0,0,0,
0.083333333,34,1000,A,0,29549,Blue Collar,S,High School,1,F,7,5,77.8,Van,249,C,0,0,0,
0.166666667,71,2000,A,0,7734,Clerical,M,Masters,0,F,4,15,69.1,Sports Car,250,C,0,0,0,
0.25,24,3000,A,0,114866,Home Maker,S,High School,0,F,5,7,79.5,Sports Car,251,C,0,0,0,
2.416666667,61,29000,A,0,32029,Doctor,S,High School,0,F,7,14,67,SUV,252,C,0,0,0,
0.166666667,25,2000,A,0,33769,Lawyer,S,High School,1,F,1,9,74.3,Van,253,C,0,0,0,
0.916666667,35,11000,A,0,5217,Blue Collar,M,Masters,1,F,5,0,67.4,Van,254,C,0,0,0,
2.916666667,48,35000,A,0,8726,Blue Collar,S,Masters,0,F,2,13,60.2,Sports Car,255,P,0,0,0,
0.166666667,52,2000,C,0,17168,Lawyer,S,High School,0,F,5,5,78.8,Station Wag,256,C,0,0,2,
1.25,58,15000,B,0,7442,Clerical,M,Masters,0,F,1,11,71.8,Van,257,C,0,0,1,
0.333333333,28,4000,A,0,13685,Home Maker,S,Bachelors,0,F,0,8,58.7,Hatchback,258,C,0,0,0,
0.083333333,37,1000,D,0,85260,Doctor,S,Less High School,1,M,3,8,76.4,Sedan,259,C,0,0,2,
0.25,83,3000,A,0,92271,Clerical,M,Bachelors,0,M,7,6,74.5,Van,260,C,0,0,0,
0.333333333,27,4000,B,0,48961,Clerical,M,Bachelors,1,F,7,11,72,Hatchback,261,P,0,0,1,
0.833333333,22,10000,B,0,22116,Clerical,S,Less High School,1,F,2,8,71.6,SUV,262,C,0,0,1,
4.75,35,57000,D,0,9738,Blue Collar,M,Masters,0,F,5,9,79.3,Van,263,C,0,0,2,
0.5,61,6000,B,0,7824,Lawyer,M,Masters,0,M,1,4,69.6,Sedan,264,C,0,0,1,
0.166666667,61,2000,A,1,94251,Doctor,M,Less High School,0,M,2,0,68.8,Sports Car,265,C,0,0,0,
0.75,53,9000,D,0,10151,Blue Collar,M,Less High School,0,F,3,8,70.7,Hatchback,266,C,0,0,2,
0.166666667,45,2000,D,1,23199,Manager,M,Less High School,0,F,2,7,66.2,Van,267,C,0,0,2,
1.416666667,35,17000,C,0,7372,Clerical,M,High School,0,F,5,5,71.8,Hatchback,268,C,0,0,2,
0.25,17,3000,A,0,35474,Clerical,M,Bachelors,0,M,4,13,66.6,Van,269,P,0,0,0,
1,44,12000,B,0,8824,Home Maker,M,Masters,1,F,10,10,64.3,Van,270,C,0,0,1,
0.083333333,48,1000,A,0,7602,Lawyer,S,Bachelors,1,M,1,10,62.7,SUV,271,C,0,0,0,
1,41,12000,A,0,81303,Blue Collar,S,Bachelors,0,F,7,4,68.4,Hatchback,272,P,0,0,0,
5,66,60000,A,0,10425,Doctor,S,Bachelors,1,F,4,7,70,Sedan,273,C,0,0,0,
0.166666667,32,2000,A,0,62536,Clerical,M,Bachelors,0,M,6,12,71.6,Station Wag,274,C,0,0,0,
0.083333333,36,1000,A,0,5930,Doctor,S,Bachelors,1,M,2,11,75.9,Sports Car,275,C,0,0,0,
1.416666667,30,17000,D,0,6383,Doctor,S,Bachelors,0,F,3,2,77.6,Hatchback,276,C,0,0,2,
0.416666667,48,5000,B,0,18862,Home Maker,M,Less High School,1,F,1,15,69,SUV,277,C,0,0,1,
0.916666667,38,11000,B,0,40165,Doctor,S,High School,0,F,3,2,72.8,SUV,278,C,0,0,1,
4.166666667,75,50000,B,0,62739,Manager,S,High School,1,M,6,7,65.9,Van,279,P,0,0,1,
0.583333333,44,7000,A,0,13626,Manager,S,High School,1,F,5,15,71.9,Hatchback,280,P,0,0,0,
0.416666667,23,5000,B,1,39021,Clerical,S,Masters,0,M,6,11,68.5,SUV,281,P,0,0,1,
0.916666667,17,11000,A,0,9314,Manager,S,High School,0,F,7,7,62.2,SUV,282,C,0,0,0,
0.25,43,3000,A,0,12188,Doctor,S,High School,1,M,5,11,57.1,Sedan,283,C,0,0,0,
0.166666667,44,2000,A,1,5432,Doctor,M,Less High School,1,F,1,9,72.6,SUV,284,P,0,0,0,
0.416666667,58,5000,A,0,54427,Clerical,S,Less High School,0,F,4,8,65.3,Sedan,285,C,0,0,0,
0.833333333,28,10000,A,1,52710,Clerical,S,Masters,1,M,3,12,67,SUV,286,P,0,0,0,
1,69,12000,A,0,10592,Clerical,S,High School,1,F,0,4,73,Hatchback,287,C,0,0,0,
4.833333333,33,58000,A,0,18004,Professional,M,Bachelors,0,M,6,14,80,Sedan,288,C,0,0,0,
2,42,24000,A,0,7213,Clerical,S,Masters,0,F,5,8,70.2,Sports Car,289,C,0,0,0,
0.5,67,6000,B,0,72278,Clerical,M,Less High School,0,F,4,10,67.5,Station Wag,290,C,0,0,1,
1,59,12000,A,0,38459,Clerical,S,Less High School,0,F,4,11,67.4,Sedan,291,C,0,0,0,
1.333333333,34,16000,B,0,91894,Lawyer,M,Less High School,1,F,5,9,65.9,Hatchback,292,C,0,0,1,
1.333333333,22,16000,C,0,20016,Doctor,S,Less High School,1,F,14,8,78.4,Van,293,P,0,0,2,
2.25,16,27000,B,0,144371,Home Maker,S,Masters,0,F,4,12,75.3,Hatchback,294,C,0,0,1,
4.666666667,38,56000,B,0,5962,Home Maker,S,Less High School,1,F,3,3,66.5,Van,295,C,0,0,1,
0.833333333,56,10000,C,0,13201,Doctor,S,Less High School,0,M,4,14,71.7,Sedan,296,C,0,0,2,
3.833333333,53,46000,A,0,10790,Doctor,S,Bachelors,1,M,7,1,72.4,Van,297,C,0,0,0,
0.666666667,29,8000,A,0,14840,Blue Collar,M,Bachelors,0,F,5,9,72.6,Station Wag,298,C,0,0,0,
0.833333333,58,10000,A,0,14269,Clerical,S,High School,0,M,5,4,78.6,SUV,299,C,0,0,0,
0.5,48,6000,A,0,31375,Doctor,S,Masters,1,F,12,4,73.8,SUV,300,C,0,0,0,
0.416666667,43,5000,B,0,32652,Manager,S,Less High School,0,M,1,1,66.2,Sports Car,301,C,0,0,1,
0.083333333,20,1000,D,0,29591,(missing),S,High School,0,F,2,15,65.2,Sedan,302,C,0,0,2,
0.416666667,27,5000,D,0,7796,Home Maker,M,High School,1,F,14,5,72.3,Van,303,C,0,0,2,
0.166666667,24,2000,B,0,15427,Doctor,S,Bachelors,0,M,5,9,73.3,Station Wag,304,P,0,0,1,
2.5,17,30000,A,0,95071,Blue Collar,S,Less High School,0,F,5,9,65.8,SUV,305,C,0,0,0,
0.333333333,36,4000,A,1,13365,Manager,S,High School,1,M,6,6,61.7,Sports Car,306,C,0,0,0,
0.416666667,41,5000,A,0,34650,Clerical,M,Masters,0,M,2,8,55,SUV,307,P,0,0,0,
0.916666667,42,11000,A,1,7999,Clerical,M,Masters,1,F,10,5,64,Van,308,C,0,0,0,
0.583333333,43,7000,A,0,17633,Doctor,S,Masters,0,M,0,9,70.7,SUV,309,C,0,0,0,
0.5,26,6000,A,0,11664,Manager,S,High School,1,F,9,4,70.5,Van,310,C,0,0,0,
1,17,12000,A,0,11097,Clerical,S,High School,1,F,12,7,84.8,Sedan,311,C,0,0,0,
0.333333333,58,4000,B,1,26016,Clerical,S,High School,1,F,4,4,79.8,Hatchback,312,C,0,0,1,
4.166666667,24,50000,A,0,21922,Doctor,M,Less High School,0,F,6,3,72.2,SUV,313,C,0,0,0,
0.083333333,46,1000,A,0,11742,Blue Collar,S,Bachelors,0,F,4,10,68.5,Sedan,314,C,0,0,0,
0.583333333,85,7000,B,0,12477,Doctor,S,High School,1,F,7,6,62.5,Hatchback,315,C,0,0,1,
0.583333333,33,7000,B,1,8734,Clerical,M,Masters,0,F,1,8,68.2,Hatchback,316,C,0,0,1,
0.666666667,24,8000,A,0,72092,Doctor,S,Less High School,1,F,5,1,71,Hatchback,317,C,0,0,0,
0.166666667,29,2000,B,0,36907,Doctor,M,Masters,0,F,6,15,74.1,SUV,318,C,0,0,1,
0.416666667,23,5000,B,0,194532,(missing),S,Bachelors,0,F,1,9,72,Station Wag,319,C,0,0,1,
0.083333333,53,1000,B,0,11333,Manager,M,Masters,1,F,4,6,68.9,Sports Car,320,C,0,0,1,
0.166666667,32,2000,D,0,13884,Blue Collar,M,Less High School,1,F,4,9,72.6,SUV,321,P,0,0,2,
4.25,24,51000,C,0,7448,Home Maker,M,Masters,0,F,5,0,67.8,Station Wag,322,C,0,0,2,
0.916666667,40,11000,A,0,5007,Doctor,S,Masters,0,F,0,9,74,Hatchback,323,P,0,0,0,
4.583333333,34,55000,B,0,290143,Doctor,S,Bachelors,0,F,7,7,65.8,Hatchback,324,C,0,0,1,
0.25,45,3000,B,0,26830,Blue Collar,S,High School,1,F,5,4,69.2,SUV,325,C,0,0,1,
3.416666667,39,41000,D,0,37842,Clerical,S,High School,1,F,0,15,69,Sedan,326,C,0,0,2,
0.166666667,55,2000,A,0,19340,Lawyer,M,Masters,0,F,7,5,77.2,Van,327,C,0,0,0,
0.416666667,45,5000,B,0,25654,Clerical,S,Masters,0,F,0,12,69.7,Station Wag,328,C,0,0,1,
1,63,12000,A,0,34784,Doctor,S,Masters,1,F,1,1,74.7,Van,329,C,0,0,0,
4.666666667,59,56000,B,0,73264,Home Maker,S,Bachelors,0,M,3,7,67.4,Sports Car,330,P,0,0,1,
1.5,69,18000,A,0,6672,Doctor,S,Masters,0,F,4,8,72.2,SUV,331,C,0,0,0,
0.916666667,40,11000,D,0,22328,Clerical,S,Bachelors,0,F,0,7,63.4,Sedan,332,C,0,0,2,
0.416666667,33,5000,C,0,9708,Clerical,M,Masters,0,F,11,6,60,Sedan,333,C,0,0,2,
5,22,60000,D,0,5932,Doctor,M,Less High School,1,M,2,8,65.8,Van,334,C,0,0,2,
0.333333333,42,4000,A,0,37042,Blue Collar,S,Bachelors,1,M,5,3,68.8,Van,335,C,0,0,0,
1.5,21,18000,A,0,76371,Doctor,S,Masters,0,M,3,0,68.8,Hatchback,336,P,0,0,0,
2.583333333,73,31000,A,0,18908,Lawyer,S,High School,0,F,5,15,68.7,Station Wag,337,C,0,0,0,
0.25,78,3000,B,0,18284,Home Maker,M,High School,1,F,1,8,67.2,Sports Car,338,C,0,0,1,
1.416666667,48,17000,B,0,35006,Manager,M,Masters,1,F,2,7,68.7,SUV,339,P,0,0,1,
0.416666667,36,5000,A,0,32035,Lawyer,S,Bachelors,0,F,5,12,75.7,SUV,340,C,0,0,0,
3.666666667,17,44000,A,1,6173,Home Maker,S,Bachelors,0,F,5,9,61.4,Sedan,341,C,0,0,0,
0.916666667,45,11000,A,0,5763,Doctor,S,Less High School,0,F,5,2,74.4,Van,342,C,0,0,0,
1.416666667,18,17000,A,0,12777,Clerical,S,Less High School,0,F,1,1,66.5,Van,343,C,0,0,0,
1.166666667,22,14000,A,0,43410,Clerical,S,Bachelors,0,F,4,10,55.8,Van,344,C,0,0,0,
0.166666667,37,2000,A,0,12143,Clerical,S,Less High School,0,M,1,13,67.1,Sedan,345,C,0,0,0,
2.333333333,63,28000,A,1,18827,Blue Collar,M,Bachelors,1,F,14,1,82.3,Van,346,C,0,0,0,
0.416666667,44,5000,A,0,32312,Clerical,S,High School,0,F,6,2,72.7,Sedan,347,P,0,0,0,
0.083333333,22,1000,B,0,26952,Doctor,M,Less High School,0,F,1,14,64.5,Sports Car,348,C,0,0,1,
3.083333333,24,37000,A,1,11731,Blue Collar,M,Masters,0,M,0,10,66.9,Van,349,C,0,0,0,
3.75,58,45000,A,0,10309,Clerical,M,Bachelors,0,F,2,9,83.8,Hatchback,350,C,0,0,0,
0.5,37,6000,A,0,22351,Clerical,S,High School,1,F,5,10,72.3,Sedan,351,C,0,0,0,
1,58,12000,B,0,31032,Clerical,S,High School,1,M,2,13,69.4,Sports Car,352,C,0,0,1,
0.166666667,36,2000,A,0,18871,Home Maker,S,Masters,0,M,4,14,71.4,Van,353,P,0,0,0,
1.333333333,23,16000,A,0,33993,Clerical,S,Masters,0,M,15,11,70.3,Sedan,354,C,0,0,0,
0.25,22,3000,D,0,32032,Home Maker,S,High School,0,F,5,9,70.3,Van,355,C,0,0,2,
0.416666667,70,5000,B,1,6089,Blue Collar,M,High School,1,F,2,14,73.7,SUV,356,P,0,0,1,
2.416666667,39,29000,A,0,12517,Clerical,S,Less High School,0,F,3,15,66.3,Station Wag,357,C,0,0,0,
1,32,12000,C,0,23475,Clerical,S,High School,1,F,4,10,64.1,Sports Car,358,C,0,0,2,
0.166666667,61,2000,A,0,8789,Home Maker,S,High School,0,F,4,6,65.8,Sedan,359,P,0,0,0,
0.333333333,31,4000,B,0,31797,Clerical,M,Masters,0,F,10,2,73.3,Hatchback,360,C,0,0,1,
0.416666667,36,5000,B,0,31268,Clerical,S,High School,0,F,3,5,59,Sedan,361,C,0,0,1,
0.25,54,3000,A,0,18773,Professional,M,Masters,0,M,7,0,66.4,Sedan,362,C,0,0,0,
0.833333333,45,10000,A,1,7190,Doctor,S,High School,0,F,14,11,74.1,Sports Car,363,C,0,0,0,
0.083333333,35,1000,A,0,33624,Home Maker,S,Masters,1,F,2,7,73.9,Van,364,C,0,0,0,
0.25,39,3000,A,0,16160,Blue Collar,S,Less High School,1,F,4,11,72.5,Sports Car,365,P,0,0,0,
0.916666667,22,11000,A,0,8373,Doctor,S,Masters,0,F,7,4,70.5,Van,366,C,0,0,0,
0.5,21,6000,B,0,47867,Doctor,S,Masters,1,F,3,11,71.6,Sports Car,367,C,0,0,1,
0.833333333,44,10000,A,0,21747,Clerical,S,Less High School,0,F,1,6,67.5,Sedan,368,C,0,0,0,
0.583333333,70,7000,B,0,10852,Clerical,S,Less High School,0,F,3,8,67.3,Sports Car,369,C,0,0,1,
1.416666667,36,17000,B,0,36133,Blue Collar,S,Less High School,1,F,3,12,73.4,Van,370,P,0,0,1,
3.583333333,46,43000,B,0,19819,Clerical,M,Bachelors,0,F,5,8,74,Sports Car,371,C,0,0,1,
0.083333333,70,1000,A,0,11786,Lawyer,M,High School,1,F,4,4,66.3,Sedan,372,C,0,0,0,
0.083333333,34,1000,D,0,66660,Professional,S,Bachelors,0,F,1,7,66.4,SUV,373,C,0,0,2,
1.083333333,37,13000,B,0,14296,Clerical,S,Masters,0,F,4,11,54.7,Van,374,C,0,0,1,
1,48,12000,A,1,29035,Clerical,S,High School,1,F,11,7,62.2,Van,375,P,0,0,0,
0.333333333,53,4000,B,0,12258,Blue Collar,S,Bachelors,0,M,3,8,70.5,Sedan,376,C,0,0,1,
0.583333333,25,7000,A,0,33866,Clerical,S,Less High School,0,F,1,7,63.4,Station Wag,377,P,0,0,0,
0.916666667,36,11000,D,1,46575,Clerical,S,High School,0,F,7,1,70.4,Station Wag,378,C,0,0,2,
0.333333333,40,4000,B,1,6224,Clerical,M,Masters,0,F,13,2,69.1,Station Wag,379,C,0,0,1,
1,30,12000,A,0,21956,Doctor,S,Bachelors,0,F,1,0,78.8,Sports Car,380,C,0,0,0,
0.166666667,36,2000,B,0,80325,Clerical,M,High School,1,F,2,6,56.1,SUV,381,C,0,0,1,
0.333333333,20,4000,A,0,36333,Clerical,M,High School,0,F,4,9,70.5,Hatchback,382,C,0,0,0,
0.75,52,9000,A,1,9155,Doctor,M,Masters,0,F,13,1,67.1,Sports Car,383,C,0,0,0,
0.583333333,47,7000,B,0,12607,Clerical,M,Masters,0,F,6,15,74.1,Van,384,C,0,0,1,
0.333333333,49,4000,A,0,13433,Home Maker,S,Masters,1,F,4,13,68.6,Station Wag,385,C,0,0,0,
0.916666667,37,11000,A,0,7062,Home Maker,S,Less High School,1,F,10,4,56.3,Sports Car,386,C,0,0,0,
1.833333333,47,22000,C,0,16970,Clerical,S,High School,0,F,5,11,62.9,Van,387,C,0,0,2,
1.333333333,50,16000,A,0,9145,Clerical,M,Masters,0,F,4,7,64,Hatchback,388,C,0,0,0,
0.5,26,6000,A,0,7514,Home Maker,S,Masters,1,F,4,7,61.9,Van,389,C,0,0,0,
0.25,42,3000,A,1,22292,Blue Collar,S,Less High School,1,M,5,5,65.8,Hatchback,390,C,0,0,0,
0.416666667,31,5000,B,0,16707,Clerical,M,Masters,0,F,12,1,76,Van,391,C,0,0,1,
1.833333333,39,22000,A,0,56846,Doctor,S,High School,0,F,2,14,67.9,Station Wag,392,C,0,0,0,
0.333333333,45,4000,A,0,8167,Clerical,S,Masters,0,F,3,9,61.3,Sports Car,393,P,0,0,0,
0.083333333,40,1000,C,0,59752,Doctor,M,High School,0,F,5,4,67.8,Hatchback,394,C,0,0,2,
0.416666667,20,5000,B,0,8682,Lawyer,M,Masters,0,F,3,7,67.8,SUV,395,P,0,0,1,
2.666666667,74,32000,A,0,19862,Clerical,M,Masters,0,M,6,15,69.3,Hatchback,396,C,0,0,0,
0.083333333,16,1000,A,0,31914,Blue Collar,S,Bachelors,0,F,6,9,67.6,Van,397,C,0,0,0,
1.666666667,32,20000,B,0,13066,Manager,M,Bachelors,1,F,1,5,70.5,Van,398,C,0,0,1,
1.083333333,38,13000,C,0,27322,Clerical,S,Less High School,1,F,3,11,70.3,Van,399,C,0,0,2,
0.333333333,45,4000,A,1,66205,Manager,S,Less High School,1,F,3,7,75.6,Sports Car,400,C,0,0,0,
1.583333333,18,19000,D,0,14743,Blue Collar,S,Bachelors,0,F,2,7,71.9,Van,401,C,0,0,2,
0.083333333,73,1000,A,0,12519,Manager,S,Less High School,1,F,0,13,56.8,Van,402,C,0,0,0,
1.333333333,38,16000,A,0,38532,Doctor,S,Bachelors,0,F,2,12,68.2,Sports Car,403,C,0,0,0,
0.333333333,26,4000,A,0,8329,Clerical,M,Less High School,1,F,1,14,80.4,Sedan,404,P,0,0,0,
0.166666667,38,2000,B,0,34668,Blue Collar,S,Less High School,1,F,0,9,63.9,Hatchback,405,C,0,0,1,
0.583333333,50,7000,A,0,20775,Doctor,S,Less High School,0,F,3,10,59.4,Sports Car,406,C,0,0,0,
0.166666667,83,2000,A,1,18133,Lawyer,S,Bachelors,1,F,4,1,69.1,Sports Car,407,C,0,0,0,
2.333333333,70,28000,B,0,6592,Clerical,M,High School,0,F,5,2,67.2,Station Wag,408,C,0,0,1,
1.416666667,37,17000,A,0,9671,Blue Collar,S,High School,0,F,3,2,71.7,Sports Car,409,C,0,0,0,
0.166666667,35,2000,D,0,9579,Clerical,M,Bachelors,0,F,4,4,74.8,SUV,410,C,0,0,2,
2.583333333,37,31000,B,0,15317,Manager,M,Bachelors,0,F,1,2,74.4,Van,411,C,0,0,1,
4.916666667,39,59000,A,0,8988,(missing),S,High School,0,F,3,3,63.7,Sedan,412,C,0,0,0,
1.833333333,37,22000,A,0,31738,Blue Collar,S,High School,0,F,4,14,71.1,Sports Car,413,C,0,0,0,
4.833333333,53,58000,A,0,15072,(missing),S,High School,0,F,4,4,60.3,Sedan,414,C,0,0,0,
0.166666667,84,2000,A,0,55385,Clerical,M,Bachelors,1,F,2,9,68.8,SUV,415,P,0,0,0,
0.25,63,3000,D,0,7535,Home Maker,S,Less High School,0,F,5,10,75.1,Sports Car,416,C,0,0,2,
0.416666667,80,5000,A,1,7585,Blue Collar,S,Less High School,1,F,5,11,61,Station Wag,417,C,0,0,0,
4.833333333,36,58000,C,0,26113,Doctor,M,Less High School,0,F,11,15,64.4,Sedan,418,C,0,0,2,
0.583333333,55,7000,B,0,54307,Home Maker,S,High School,0,F,3,13,63,Sedan,419,P,0,0,1,
1,70,12000,A,1,27456,Home Maker,M,Less High School,0,F,2,8,60.1,Station Wag,420,C,0,0,0,
0.25,41,3000,B,0,59589,Lawyer,S,Bachelors,1,M,6,0,82.7,SUV,421,C,0,0,1,
0.166666667,48,2000,B,0,16112,Clerical,M,High School,0,F,4,6,74.1,Station Wag,422,C,0,0,1,
0.583333333,22,7000,A,1,41733,Clerical,M,Masters,0,F,3,2,70.4,Sports Car,423,C,0,0,0,
1.666666667,34,20000,D,1,6808,Doctor,S,High School,0,F,7,3,74.2,Sports Car,424,C,0,0,2,
0.666666667,57,8000,A,0,17068,Lawyer,S,High School,0,F,3,9,79.9,Van,425,C,0,0,0,
0.416666667,19,5000,B,1,18769,Clerical,M,High School,0,F,5,11,58.5,Sports Car,426,C,0,0,1,
0.25,35,3000,D,0,39139,Doctor,M,Less High School,1,F,5,1,67,Station Wag,427,P,0,0,2,
0.416666667,50,5000,B,0,15803,Clerical,S,Less High School,0,F,2,5,68.4,SUV,428,C,0,0,1,
0.25,43,3000,A,1,13207,Blue Collar,S,Less High School,1,M,5,4,62.3,Sports Car,429,P,0,0,0,
0.333333333,41,4000,A,0,159890,Blue Collar,S,High School,0,F,1,6,68,Van,430,C,0,0,0,
0.333333333,50,4000,A,0,11817,Doctor,S,Less High School,1,F,2,1,68.5,Sports Car,431,P,0,0,0,
1.666666667,37,20000,D,0,24586,Manager,S,Less High School,0,F,0,9,51.5,SUV,432,C,0,0,2,
0.333333333,40,4000,C,0,18473,Doctor,M,High School,1,F,3,12,69.8,SUV,433,C,0,0,2,
0.5,31,6000,D,1,9533,Doctor,S,Less High School,0,F,0,7,70.7,Sedan,434,C,0,0,2,
0.166666667,24,2000,A,0,28496,Home Maker,M,Less High School,0,F,5,9,67.4,Van,435,C,0,0,0,
0.333333333,50,4000,B,0,8587,Manager,S,Less High School,0,F,5,4,78.4,Station Wag,436,C,0,0,1,
1.75,54,21000,A,0,15457,Clerical,S,Less High School,1,F,0,8,74.7,Hatchback,437,C,0,0,0,
0.416666667,37,5000,A,0,21494,Blue Collar,S,Bachelors,1,F,3,12,79.9,Sports Car,438,C,0,0,0,
0.583333333,41,7000,C,1,31508,Clerical,S,Bachelors,0,F,12,0,80.7,Van,439,C,0,0,2,
0.5,62,6000,B,0,32381,Blue Collar,M,High School,0,F,12,8,70.1,Van,440,C,0,0,1,
2,32,24000,B,0,30818,Doctor,S,Masters,0,F,2,4,67.9,Van,441,C,0,0,1,
1,33,12000,A,1,48436,Lawyer,M,High School,1,F,3,4,65.5,Van,442,C,0,0,0,
0.5,40,6000,A,0,5586,Doctor,S,Bachelors,0,M,3,2,82.5,Hatchback,443,P,0,0,0,
0.5,36,6000,C,0,8441,Clerical,S,Less High School,1,F,2,2,73.6,Hatchback,444,C,0,0,2,
2.583333333,61,31000,A,1,20330,Doctor,S,Less High School,0,M,5,10,65.3,Sedan,445,P,0,0,0,
0.583333333,31,7000,A,0,17074,Home Maker,M,High School,0,F,4,11,60,Sedan,446,C,0,0,0,
3,35,36000,A,0,35703,Lawyer,S,Masters,0,M,4,9,67.2,Sports Car,447,C,0,0,0,
1.333333333,62,16000,B,0,35908,Home Maker,S,High School,0,F,4,11,76.2,Station Wag,448,C,0,0,1,
4.5,41,54000,B,0,13419,Clerical,S,Less High School,1,F,5,13,73.7,Van,449,C,0,0,1,
0.083333333,65,1000,D,0,11936,Blue Collar,M,Bachelors,0,F,4,7,61.3,Station Wag,450,C,0,0,2,
1.416666667,28,17000,D,0,12474,(missing),M,Less High School,0,F,2,8,73.8,SUV,451,C,0,0,2,
0.833333333,52,10000,C,0,5507,Clerical,M,High School,0,F,5,12,65.7,Van,452,C,0,0,2,
0.25,39,3000,A,0,18941,Manager,S,High School,1,M,6,11,77.1,Station Wag,453,C,0,0,0,
0.5,78,6000,D,1,12099,Clerical,S,Masters,0,F,7,2,75.5,SUV,454,C,0,0,2,
0.666666667,26,8000,A,0,50978,Clerical,S,Masters,0,F,4,8,57.7,Hatchback,455,C,0,0,0,
1.333333333,66,16000,A,1,6601,Lawyer,S,Masters,0,F,5,14,67.3,Sedan,456,C,0,0,0,
0.416666667,37,5000,A,0,13639,(missing),M,High School,1,M,0,12,64.4,Hatchback,457,C,0,0,0,
0.333333333,43,4000,A,0,27842,Lawyer,S,Bachelors,1,M,3,4,67.4,Station Wag,458,C,0,0,0,
0.166666667,37,2000,A,0,5031,Clerical,S,High School,1,F,3,14,82.6,Van,459,C,0,0,0,
1.5,21,18000,B,0,55550,Clerical,M,High School,1,F,4,9,70.5,SUV,460,C,0,0,1,
1,45,12000,A,0,29179,Doctor,M,High School,0,M,5,11,71.4,Van,461,P,0,0,0,
0.083333333,34,1000,B,0,17091,Blue Collar,S,Bachelors,0,F,9,1,71.8,Sedan,462,C,0,0,1,
4.5,35,54000,A,1,31860,Lawyer,S,Bachelors,1,M,7,14,71.5,Van,463,C,0,0,0,
0.083333333,42,1000,A,0,8237,Clerical,S,Masters,0,M,3,15,81,SUV,464,P,0,0,0,
0.166666667,25,2000,A,0,90974,Clerical,S,Bachelors,0,F,4,6,70.6,Hatchback,465,C,0,0,0,
1.583333333,21,19000,A,0,36918,Home Maker,M,High School,0,F,0,4,79.3,Sedan,466,P,0,0,0,
3.5,25,42000,A,1,29593,Clerical,S,High School,0,F,6,8,76.6,Van,467,C,0,0,0,
1.916666667,59,23000,A,0,32354,Clerical,M,Less High School,0,F,4,8,64.1,Van,468,C,0,0,0,
0.416666667,41,5000,B,0,10318,Clerical,S,Bachelors,0,F,1,7,63.2,Van,469,C,0,0,1,
1.666666667,30,20000,D,0,22271,Clerical,S,Masters,0,M,9,8,73.3,SUV,470,C,0,0,2,
2.583333333,31,31000,A,0,20030,Lawyer,S,High School,0,F,4,5,74.4,Sports Car,471,C,0,0,0,
0.416666667,31,5000,A,0,22989,Manager,M,Masters,1,M,5,11,77.5,Sports Car,472,C,0,0,0,
0.666666667,35,8000,B,0,28885,Lawyer,S,High School,0,F,3,3,74.8,SUV,473,C,0,0,1,
0.75,41,9000,B,0,21551,Clerical,S,Bachelors,0,F,14,6,71,SUV,474,C,0,0,1,
0.333333333,38,4000,A,0,24747,Doctor,S,Less High School,1,F,5,15,69,Sports Car,475,P,0,0,0,
3.083333333,41,37000,B,0,17643,Blue Collar,S,High School,0,M,3,10,78.7,Station Wag,476,C,0,0,1,
4.916666667,64,59000,A,1,24591,Blue Collar,M,Masters,0,F,3,8,71.9,Sports Car,477,C,0,0,0,
4,49,48000,A,0,20578,Doctor,S,Bachelors,0,F,6,14,80.6,Sedan,478,C,0,0,0,
0.5,45,6000,B,0,8979,Clerical,S,Masters,0,F,7,1,65.9,SUV,479,C,0,0,1,
0.166666667,47,2000,B,0,214074,Blue Collar,S,Bachelors,1,F,0,7,73.8,Van,480,C,0,0,1,
0.25,35,3000,B,0,24381,Home Maker,S,Less High School,1,F,1,2,67,Van,481,C,0,0,1,
0.083333333,21,1000,A,1,45067,Blue Collar,S,Masters,0,F,5,1,61.2,SUV,482,C,0,0,0,
0.25,54,3000,A,0,82184,Blue Collar,S,Masters,0,F,6,11,69.5,Sports Car,483,C,0,0,0,
0.166666667,31,2000,A,0,19490,Lawyer,S,Masters,0,M,1,14,58.9,SUV,484,P,0,0,0,
0.916666667,47,11000,A,0,19419,Doctor,M,Less High School,0,F,5,3,73.4,Van,485,C,0,0,0,
0.416666667,32,5000,B,0,28973,Lawyer,S,Less High School,0,F,1,9,75.2,Sedan,486,C,0,0,1,
0.916666667,53,11000,A,0,29207,Blue Collar,S,Less High School,0,F,5,15,66.5,Station Wag,487,C,0,0,0,
