acct_number,claim_indicator,new_driver,bundle,ever_deferred_payment,no_fault_state,marital_status,vehicle_history,num_auto_drivers,num_claims,deductible,liability_limit,num_prior_claims,claim_amt,income,policy_age_mos,owner_age,vehicle_age,auto_points,credit_score,avg_claim,claim_indicator_type,marital_status_type,vehicle_history_type,deductible_level,liability_limit_level,channel,channel_type
207,0,0,0,1,0,0,0,2,0,1,1,1,0,6335,23,43,1,0,732,0,no_claim,single,no_damage,100,100000,1,agent
208,0,0,0,0,0,1,3,1,0,4,7,6,0,19937,27,68,12,3,676,0,no_claim,married,salvage,1000,500000,0,website
209,0,0,0,1,0,1,0,1,0,2,6,6,0,24458,6,17,15,4,776,0,no_claim,married,no_damage,250,350000,3,affinity
210,0,0,0,0,0,0,0,2,0,1,3,1,0,70314,5,17,9,13,720,0,no_claim,single,no_damage,100,200000,1,agent
211,0,0,0,0,0,0,0,1,0,2,0,0,0,41539,11,43,6,1,832,0,no_claim,single,no_damage,250,50000,1,agent
212,0,0,0,0,0,0,1,2,0,2,3,0,0,27474,1,46,5,3,730,0,no_claim,single,potential_damage,250,200000,1,agent
213,0,1,1,0,0,1,0,2,0,1,4,0,0,18725,14,44,8,11,740,0,no_claim,married,no_damage,100,250000,2,crosssell
214,0,0,0,0,0,1,1,1,0,4,7,2,0,9201,12,56,14,4,737,0,no_claim,married,potential_damage,1000,500000,0,website
215,0,0,1,0,0,1,0,2,0,2,6,3,0,9206,3,61,8,5,681,0,no_claim,married,no_damage,250,350000,2,crosssell
216,0,1,0,0,0,0,1,2,0,5,3,0,0,30224,47,50,4,12,611,0,no_claim,single,potential_damage,1500,200000,2,crosssell
217,0,0,1,0,0,1,1,1,0,3,4,1,0,28045,8,29,4,2,712,0,no_claim,married,potential_damage,500,250000,3,affinity
218,0,0,0,0,1,0,3,1,0,4,3,0,0,187546,8,31,6,4,688,0,no_claim,single,salvage,1000,200000,1,agent
219,0,0,0,0,0,1,0,2,0,1,5,1,0,5038,53,38,15,14,706,0,no_claim,married,no_damage,100,300000,1,agent
220,0,0,1,0,0,0,0,1,0,4,0,0,0,7022,5,31,11,1,612,0,no_claim,single,no_damage,1000,50000,2,crosssell
221,0,0,1,0,0,0,0,2,0,2,1,3,0,9308,26,51,14,3,769,0,no_claim,single,no_damage,250,100000,2,crosssell
222,0,0,0,0,0,0,0,1,0,1,4,0,0,37234,25,24,8,2,720,0,no_claim,single,no_damage,100,250000,2,crosssell
223,0,1,0,0,0,0,0,2,0,0,3,2,0,34869,2,36,1,3,682,0,no_claim,single,no_damage,0,200000,2,crosssell
224,0,0,1,0,0,0,0,1,0,4,0,1,0,9743,2,34,0,5,744,0,no_claim,single,no_damage,1000,50000,3,affinity
225,0,1,0,0,0,0,0,1,0,3,1,5,0,36243,2,49,4,3,663,0,no_claim,single,no_damage,500,100000,1,agent
226,0,0,0,0,0,1,1,1,0,3,5,3,0,14797,2,17,5,2,608,0,no_claim,married,potential_damage,500,300000,1,agent
227,0,0,0,0,0,0,0,1,0,5,1,2,0,54217,5,70,5,10,769,0,no_claim,single,no_damage,1500,100000,3,affinity
228,0,0,0,0,0,0,0,1,0,2,1,1,0,10160,3,31,13,1,728,0,no_claim,single,no_damage,250,100000,3,affinity
229,0,0,0,0,0,0,0,2,0,2,5,0,0,41844,4,21,12,2,760,0,no_claim,single,no_damage,250,300000,1,agent
230,0,0,1,0,0,0,0,2,0,2,0,2,0,22880,2,39,10,5,735,0,no_claim,single,no_damage,250,50000,0,website
231,0,0,0,0,0,1,1,1,0,3,3,0,0,16105,17,43,12,3,699,0,no_claim,married,potential_damage,500,200000,2,crosssell
232,0,0,0,0,0,0,2,2,0,1,5,1,0,5898,12,31,13,2,714,0,no_claim,single,severe_damage,100,300000,3,affinity
233,0,0,0,0,0,0,0,1,0,2,3,1,0,15515,12,49,8,1,625,0,no_claim,single,no_damage,250,200000,2,crosssell
234,0,0,1,0,0,1,0,1,0,2,7,0,0,24205,4,37,9,4,706,0,no_claim,married,no_damage,250,500000,1,agent
235,0,0,1,1,0,0,0,2,0,3,1,0,0,57569,5,35,8,3,691,0,no_claim,single,no_damage,500,100000,2,crosssell
236,0,0,0,0,0,0,1,1,0,5,7,6,0,27033,17,22,9,4,592,0,no_claim,single,potential_damage,1500,500000,3,affinity
237,0,0,0,0,0,0,1,1,0,3,5,1,0,12704,5,52,8,4,606,0,no_claim,single,potential_damage,500,300000,0,website
238,0,0,1,1,0,1,0,1,0,1,2,0,0,11789,3,44,0,5,796,0,no_claim,married,no_damage,100,150000,3,affinity
239,0,0,0,0,0,1,0,2,0,1,2,2,0,8098,3,38,2,11,725,0,no_claim,married,no_damage,100,150000,1,agent
240,0,1,0,0,0,0,1,1,0,2,1,2,0,15490,12,48,12,4,678,0,no_claim,single,potential_damage,250,100000,3,affinity
241,0,0,0,0,0,0,1,2,0,5,5,1,0,5757,17,69,14,4,608,0,no_claim,single,potential_damage,1500,300000,2,crosssell
242,0,0,1,1,0,1,0,1,0,2,2,0,0,13367,9,44,5,5,718,0,no_claim,married,no_damage,250,150000,0,website
243,0,1,0,0,0,0,0,1,0,0,5,1,0,9623,2,44,9,5,652,0,no_claim,single,no_damage,0,300000,0,website
244,0,0,1,0,0,0,0,2,0,6,6,2,0,19238,19,23,10,2,724,0,no_claim,single,no_damage,2000,350000,0,website
245,0,0,0,0,1,0,0,1,0,3,1,1,0,35661,6,18,9,1,697,0,no_claim,single,no_damage,500,100000,3,affinity
246,0,1,0,0,0,1,2,1,0,4,2,0,0,11542,12,59,12,7,702,0,no_claim,married,severe_damage,1000,150000,3,affinity
247,0,0,0,1,0,1,0,1,0,5,1,0,0,7590,19,61,1,3,750,0,no_claim,married,no_damage,1500,100000,3,affinity
248,0,0,0,0,1,1,0,1,0,2,4,1,0,54363,2,70,9,5,758,0,no_claim,married,no_damage,250,250000,1,agent
249,0,0,1,0,0,0,0,1,0,1,6,2,0,29549,1,34,5,7,778,0,no_claim,single,no_damage,100,350000,2,crosssell
250,0,0,0,0,0,1,0,2,0,2,3,1,0,7734,2,71,15,4,691,0,no_claim,married,no_damage,250,200000,3,affinity
251,0,0,0,0,0,0,0,1,0,4,3,1,0,114866,3,24,7,5,795,0,no_claim,single,no_damage,1000,200000,2,crosssell
252,0,0,0,0,0,0,0,1,0,3,1,0,0,32029,29,61,14,7,670,0,no_claim,single,no_damage,500,100000,2,crosssell
253,0,0,1,0,0,0,0,1,0,5,5,0,0,33769,2,25,9,1,743,0,no_claim,single,no_damage,1500,300000,2,crosssell
254,0,0,1,0,0,1,0,4,0,1,5,1,0,5217,11,35,0,5,674,0,no_claim,married,no_damage,100,300000,3,affinity
255,0,0,0,0,1,0,0,1,0,1,3,2,0,8726,35,48,13,2,602,0,no_claim,single,no_damage,100,200000,3,affinity
256,0,0,0,0,0,0,3,1,0,5,4,3,0,17168,2,52,5,5,788,0,no_claim,single,salvage,1500,250000,2,crosssell
257,0,0,0,0,0,1,1,1,0,2,6,1,0,7442,15,58,11,1,718,0,no_claim,married,potential_damage,250,350000,3,affinity
258,0,0,0,0,0,0,0,2,0,4,0,6,0,13685,4,28,8,0,587,0,no_claim,single,no_damage,1000,50000,0,website
259,0,0,1,1,0,0,2,2,0,3,2,0,0,85260,1,37,8,3,764,0,no_claim,single,severe_damage,500,150000,1,agent
260,0,0,0,1,0,1,0,1,0,2,5,4,0,92271,3,83,6,7,745,0,no_claim,married,no_damage,250,300000,0,website
261,0,0,1,0,1,1,1,2,0,2,0,2,0,48961,4,27,11,7,720,0,no_claim,married,potential_damage,250,50000,0,website
262,0,0,1,0,0,0,1,1,0,2,1,1,0,22116,10,22,8,2,716,0,no_claim,single,potential_damage,250,100000,1,agent
263,0,0,0,0,0,1,2,1,0,1,6,1,0,9738,57,35,9,5,793,0,no_claim,married,severe_damage,100,350000,3,affinity
264,0,0,0,1,0,1,1,1,0,5,2,0,0,7824,6,61,4,1,696,0,no_claim,married,potential_damage,1500,150000,3,affinity
265,0,1,0,1,0,1,0,1,0,3,3,2,0,94251,2,61,0,2,688,0,no_claim,married,no_damage,500,200000,1,agent
266,0,0,0,0,0,1,2,1,0,1,0,1,0,10151,9,53,8,3,707,0,no_claim,married,severe_damage,100,50000,1,agent
267,0,1,0,0,0,1,2,1,0,6,5,4,0,23199,2,45,7,2,662,0,no_claim,married,severe_damage,2000,300000,1,agent
268,0,0,0,0,0,1,3,2,0,2,0,0,0,7372,17,35,5,5,718,0,no_claim,married,salvage,250,50000,2,crosssell
269,0,0,0,1,1,1,0,1,0,2,5,2,0,35474,3,17,13,4,666,0,no_claim,married,no_damage,250,300000,0,website
270,0,0,1,0,0,1,1,1,0,4,5,0,0,8824,12,44,10,10,643,0,no_claim,married,potential_damage,1000,300000,3,affinity
271,0,0,1,1,0,0,0,2,0,5,1,0,0,7602,1,48,10,1,627,0,no_claim,single,no_damage,1500,100000,0,website
272,0,0,0,0,1,2,0,1,0,1,0,2,0,81303,12,41,4,7,684,0,no_claim,divorced,no_damage,100,50000,0,website
273,0,0,1,0,0,0,0,1,0,3,2,2,0,10425,60,66,7,4,700,0,no_claim,single,no_damage,500,150000,0,website
274,0,0,0,1,0,1,0,1,0,2,4,2,0,62536,2,32,12,6,716,0,no_claim,married,no_damage,250,250000,0,website
275,0,0,1,1,0,0,0,1,0,3,3,0,0,5930,1,36,11,2,759,0,no_claim,single,no_damage,500,200000,0,website
276,0,0,0,0,0,0,2,1,0,3,0,3,0,6383,17,30,2,3,776,0,no_claim,single,severe_damage,500,50000,0,website
277,0,0,1,0,0,1,1,2,0,4,1,0,0,18862,5,48,15,1,690,0,no_claim,married,potential_damage,1000,100000,1,agent
278,0,0,0,0,0,0,1,2,0,3,1,0,0,40165,11,38,2,3,728,0,no_claim,single,potential_damage,500,100000,2,crosssell
279,0,0,1,1,1,0,1,1,0,6,6,2,0,62739,50,75,7,6,659,0,no_claim,single,potential_damage,2000,350000,2,crosssell
280,0,0,1,0,1,0,0,1,0,6,0,0,0,13626,7,44,15,5,719,0,no_claim,single,no_damage,2000,50000,2,crosssell
281,0,1,0,1,1,0,1,1,0,2,1,2,0,39021,5,23,11,6,685,0,no_claim,single,potential_damage,250,100000,3,affinity
282,0,0,0,0,0,0,0,2,0,6,1,0,0,9314,11,17,7,7,622,0,no_claim,single,no_damage,2000,100000,2,crosssell
283,0,0,1,1,0,0,0,1,0,3,2,0,0,12188,3,43,11,5,571,0,no_claim,single,no_damage,500,150000,2,crosssell
284,0,1,1,0,1,1,0,1,0,3,1,1,0,5432,2,44,9,1,726,0,no_claim,married,no_damage,500,100000,1,agent
285,0,0,0,0,0,0,0,1,0,2,2,0,0,54427,5,58,8,4,653,0,no_claim,single,no_damage,250,150000,1,agent
286,0,1,1,1,1,0,0,1,0,2,1,0,0,52710,10,28,12,3,670,0,no_claim,single,no_damage,250,100000,3,affinity
287,0,0,1,0,0,0,0,2,0,2,0,1,0,10592,12,69,4,0,730,0,no_claim,single,no_damage,250,50000,2,crosssell
288,0,0,0,1,0,1,0,1,0,7,2,4,0,18004,58,33,14,6,800,0,no_claim,married,no_damage,3000,150000,0,website
289,0,0,0,0,0,0,0,1,0,2,3,0,0,7213,24,42,8,5,702,0,no_claim,single,no_damage,250,200000,3,affinity
290,0,0,0,0,0,1,1,2,0,2,4,3,0,72278,6,67,10,4,675,0,no_claim,married,potential_damage,250,250000,1,agent
291,0,0,0,0,0,0,0,2,0,2,2,1,0,38459,12,59,11,4,674,0,no_claim,single,no_damage,250,150000,1,agent
292,0,0,1,0,0,1,1,1,0,5,0,1,0,91894,16,34,9,5,659,0,no_claim,married,potential_damage,1500,50000,1,agent
293,0,0,1,0,1,0,3,1,0,3,5,3,0,20016,16,22,8,14,784,0,no_claim,single,salvage,500,300000,1,agent
294,0,0,0,0,0,0,1,1,0,4,0,4,0,144371,27,16,12,4,753,0,no_claim,single,potential_damage,1000,50000,3,affinity
295,0,0,1,0,0,0,1,1,0,4,5,0,0,5962,56,38,3,3,665,0,no_claim,single,potential_damage,1000,300000,1,agent
296,0,0,0,1,0,0,3,1,0,3,2,1,0,13201,10,56,14,4,717,0,no_claim,single,salvage,500,150000,1,agent
297,0,0,1,1,0,0,0,1,0,3,5,3,0,10790,46,53,1,7,724,0,no_claim,single,no_damage,500,300000,0,website
298,0,0,0,0,0,1,0,1,0,1,4,5,0,14840,8,29,9,5,726,0,no_claim,married,no_damage,100,250000,0,website
299,0,0,0,1,0,0,0,1,0,2,1,0,0,14269,10,58,4,5,786,0,no_claim,single,no_damage,250,100000,2,crosssell
300,0,0,1,0,0,0,0,1,0,3,1,0,0,31375,6,48,4,12,738,0,no_claim,single,no_damage,500,100000,3,affinity
301,0,0,0,1,0,0,1,1,0,6,3,0,0,32652,5,43,1,1,662,0,no_claim,single,potential_damage,2000,200000,1,agent
302,0,0,0,0,0,2,2,2,0,0,2,0,0,29591,1,20,15,2,652,0,no_claim,divorced,severe_damage,0,150000,2,crosssell
303,0,0,1,0,0,1,2,1,0,4,7,0,0,7796,5,27,5,14,723,0,no_claim,married,severe_damage,1000,500000,2,crosssell
304,0,0,0,1,1,0,1,2,0,3,4,4,0,15427,2,24,9,5,733,0,no_claim,single,potential_damage,500,250000,0,website
305,0,0,0,0,0,0,0,2,0,1,1,0,0,95071,30,17,9,5,658,0,no_claim,single,no_damage,100,100000,1,agent
306,0,1,1,1,0,0,0,2,0,6,3,3,0,13365,4,36,6,6,617,0,no_claim,single,no_damage,2000,200000,2,crosssell
307,0,0,0,1,1,1,0,1,0,2,1,0,0,34650,5,41,8,2,550,0,no_claim,married,no_damage,250,100000,3,affinity
308,0,1,1,0,0,1,0,1,0,2,5,1,0,7999,11,42,5,10,640,0,no_claim,married,no_damage,250,300000,3,affinity
309,0,0,0,1,0,0,0,1,0,3,1,3,0,17633,7,43,9,0,707,0,no_claim,single,no_damage,500,100000,3,affinity
310,0,0,1,0,0,0,0,1,0,6,7,4,0,11664,6,26,4,9,705,0,no_claim,single,no_damage,2000,500000,2,crosssell
311,0,0,1,0,0,0,0,1,0,2,2,0,0,11097,12,17,7,12,848,0,no_claim,single,no_damage,250,150000,2,crosssell
312,0,1,1,0,0,0,1,1,0,2,0,1,0,26016,4,58,4,4,798,0,no_claim,single,potential_damage,250,50000,2,crosssell
313,0,0,0,0,0,1,0,1,0,3,1,3,0,21922,50,24,3,6,722,0,no_claim,married,no_damage,500,100000,1,agent
314,0,0,0,0,0,0,0,2,0,1,2,0,0,11742,1,46,10,4,685,0,no_claim,single,no_damage,100,150000,0,website
315,0,0,1,0,0,0,1,2,0,3,0,0,0,12477,7,85,6,7,625,0,no_claim,single,potential_damage,500,50000,2,crosssell
316,0,1,0,0,0,1,1,2,0,2,0,1,0,8734,7,33,8,1,682,0,no_claim,married,potential_damage,250,50000,3,affinity
317,0,0,1,0,0,2,0,1,0,3,0,1,0,72092,8,24,1,5,710,0,no_claim,divorced,no_damage,500,50000,1,agent
318,0,0,0,0,0,1,1,5,0,3,1,2,0,36907,2,29,15,6,741,0,no_claim,married,potential_damage,500,100000,3,affinity
319,0,0,0,0,0,0,1,2,0,0,4,0,0,194532,5,23,9,1,720,0,no_claim,single,potential_damage,0,250000,0,website
320,0,0,1,0,0,1,1,2,0,6,3,3,0,11333,1,53,6,4,689,0,no_claim,married,potential_damage,2000,200000,3,affinity
321,0,0,1,0,1,1,2,2,0,1,1,2,0,13884,2,32,9,4,726,0,no_claim,married,severe_damage,100,100000,1,agent
322,0,0,0,0,0,1,3,2,0,4,4,0,0,7448,51,24,0,5,678,0,no_claim,married,salvage,1000,250000,3,affinity
323,0,0,0,0,1,0,0,1,0,3,0,2,0,5007,11,40,9,0,740,0,no_claim,single,no_damage,500,50000,3,affinity
324,0,0,0,0,0,0,1,1,0,3,0,0,0,290143,55,34,7,7,658,0,no_claim,single,potential_damage,500,50000,0,website
325,0,0,1,0,0,0,1,2,0,1,1,2,0,26830,3,45,4,5,692,0,no_claim,single,potential_damage,100,100000,2,crosssell
326,0,0,1,0,0,0,2,2,0,2,2,0,0,37842,41,39,15,0,690,0,no_claim,single,severe_damage,250,150000,2,crosssell
327,0,0,0,0,0,1,0,4,0,5,7,1,0,19340,2,55,5,7,772,0,no_claim,married,no_damage,1500,500000,3,affinity
328,0,0,0,0,0,0,1,1,0,2,4,5,0,25654,5,45,12,0,697,0,no_claim,single,potential_damage,250,250000,3,affinity
329,0,0,1,0,0,0,0,1,0,3,5,2,0,34784,12,63,1,1,747,0,no_claim,single,no_damage,500,300000,3,affinity
330,0,0,0,1,1,0,1,1,0,4,3,2,0,73264,56,59,7,3,674,0,no_claim,single,potential_damage,1000,200000,0,website
331,0,0,0,0,0,2,0,2,0,3,1,0,0,6672,18,69,8,4,722,0,no_claim,divorced,no_damage,500,100000,3,affinity
332,0,0,0,0,0,0,2,2,0,2,2,2,0,22328,11,40,7,0,634,0,no_claim,single,severe_damage,250,150000,0,website
333,0,0,0,0,0,1,3,1,0,2,2,0,0,9708,5,33,6,11,600,0,no_claim,married,salvage,250,150000,3,affinity
334,0,0,1,1,0,1,2,2,0,3,6,0,0,5932,60,22,8,2,658,0,no_claim,married,severe_damage,500,350000,1,agent
335,0,0,1,1,0,0,0,1,0,1,6,5,0,37042,4,42,3,5,688,0,no_claim,single,no_damage,100,350000,0,website
336,0,0,0,1,1,0,0,1,0,3,0,0,0,76371,18,21,0,3,688,0,no_claim,single,no_damage,500,50000,3,affinity
337,0,0,0,0,0,0,0,1,0,5,4,0,0,18908,31,73,15,5,687,0,no_claim,single,no_damage,1500,250000,2,crosssell
338,0,0,1,0,0,1,1,1,0,4,3,5,0,18284,3,78,8,1,672,0,no_claim,married,potential_damage,1000,200000,2,crosssell
339,0,0,1,0,1,1,1,1,0,6,1,0,0,35006,17,48,7,2,687,0,no_claim,married,potential_damage,2000,100000,3,affinity
340,0,0,0,0,0,0,0,2,0,5,1,0,0,32035,5,36,12,5,757,0,no_claim,single,no_damage,1500,100000,0,website
341,0,1,0,0,0,0,0,1,0,4,2,2,0,6173,44,17,9,5,614,0,no_claim,single,no_damage,1000,150000,0,website
342,0,0,0,0,0,0,0,2,0,3,6,1,0,5763,11,45,2,5,744,0,no_claim,single,no_damage,500,350000,1,agent
343,0,0,0,0,0,0,0,2,0,2,6,4,0,12777,17,18,1,1,665,0,no_claim,single,no_damage,250,350000,1,agent
344,0,0,0,0,0,0,0,2,0,2,7,1,0,43410,14,22,10,4,558,0,no_claim,single,no_damage,250,500000,0,website
345,0,0,0,1,0,0,0,2,0,2,2,1,0,12143,2,37,13,1,671,0,no_claim,single,no_damage,250,150000,1,agent
346,0,1,1,0,0,1,0,1,0,1,6,0,0,18827,28,63,1,14,823,0,no_claim,married,no_damage,100,350000,0,website
347,0,0,0,0,1,0,0,1,0,2,2,1,0,32312,5,44,2,6,727,0,no_claim,single,no_damage,250,150000,2,crosssell
348,0,0,0,0,0,1,1,1,0,3,3,2,0,26952,1,22,14,1,645,0,no_claim,married,potential_damage,500,200000,1,agent
349,0,1,0,1,0,1,0,1,0,1,7,0,0,11731,37,24,10,0,669,0,no_claim,married,no_damage,100,500000,3,affinity
350,0,0,0,0,0,1,0,1,0,2,0,2,0,10309,45,58,9,2,838,0,no_claim,married,no_damage,250,50000,0,website
351,0,0,1,0,0,0,0,1,0,2,2,2,0,22351,6,37,10,5,723,0,no_claim,single,no_damage,250,150000,2,crosssell
352,0,0,1,1,0,0,1,1,0,2,3,1,0,31032,12,58,13,2,694,0,no_claim,single,potential_damage,250,200000,2,crosssell
353,0,0,0,1,1,0,0,1,0,4,7,3,0,18871,2,36,14,4,714,0,no_claim,single,no_damage,1000,500000,3,affinity
354,0,0,0,1,0,2,0,1,0,2,2,4,0,33993,16,23,11,15,703,0,no_claim,divorced,no_damage,250,150000,3,affinity
355,0,0,0,0,0,0,2,1,0,4,5,0,0,32032,3,22,9,5,703,0,no_claim,single,severe_damage,1000,300000,2,crosssell
356,0,1,1,0,1,1,1,1,0,1,1,2,0,6089,5,70,14,2,737,0,no_claim,married,potential_damage,100,100000,2,crosssell
357,0,0,0,0,0,2,0,2,0,2,4,2,0,12517,29,39,15,3,663,0,no_claim,divorced,no_damage,250,250000,1,agent
358,0,0,1,0,0,0,3,1,0,2,3,6,0,23475,12,32,10,4,641,0,no_claim,single,salvage,250,200000,2,crosssell
359,0,0,0,0,1,0,0,1,0,4,2,1,0,8789,2,61,6,4,658,0,no_claim,single,no_damage,1000,150000,2,crosssell
360,0,0,0,0,0,1,1,1,0,2,0,4,0,31797,4,31,2,10,733,0,no_claim,married,potential_damage,250,50000,3,affinity
361,0,0,0,0,0,0,1,2,0,2,2,4,0,31268,5,36,5,3,590,0,no_claim,single,potential_damage,250,150000,2,crosssell
362,0,0,0,1,0,1,0,1,0,7,2,1,0,18773,3,54,0,7,664,0,no_claim,married,no_damage,3000,150000,3,affinity
363,0,1,0,0,0,2,0,4,0,3,3,0,0,7190,10,45,11,14,741,0,no_claim,divorced,no_damage,500,200000,2,crosssell
364,0,0,1,0,0,0,0,1,0,4,5,1,0,33624,1,35,7,2,739,0,no_claim,single,no_damage,1000,300000,3,affinity
365,0,0,1,0,1,0,0,1,0,1,3,0,0,16160,3,39,11,4,725,0,no_claim,single,no_damage,100,200000,1,agent
366,0,0,0,0,0,2,0,1,0,3,5,0,0,8373,11,22,4,7,705,0,no_claim,divorced,no_damage,500,300000,3,affinity
367,0,0,1,0,0,0,1,1,0,3,3,0,0,47867,6,21,11,3,716,0,no_claim,single,potential_damage,500,200000,3,affinity
368,0,0,0,0,0,0,0,1,0,2,2,0,0,21747,10,44,6,1,675,0,no_claim,single,no_damage,250,150000,1,agent
369,0,0,0,0,0,0,1,1,0,2,3,0,0,10852,7,70,8,3,673,0,no_claim,single,potential_damage,250,200000,1,agent
370,0,0,1,0,1,0,1,1,0,1,7,0,0,36133,17,36,12,3,734,0,no_claim,single,potential_damage,100,500000,1,agent
371,0,0,0,0,0,1,1,1,0,2,3,0,0,19819,43,46,8,5,740,0,no_claim,married,potential_damage,250,200000,0,website
372,0,0,1,0,0,1,0,1,0,5,2,1,0,11786,1,70,4,4,663,0,no_claim,married,no_damage,1500,150000,2,crosssell
373,0,0,0,0,0,0,2,1,0,7,1,2,0,66660,1,34,7,1,664,0,no_claim,single,severe_damage,3000,100000,0,website
374,0,0,0,0,0,0,1,1,0,2,6,2,0,14296,13,37,11,4,547,0,no_claim,single,potential_damage,250,350000,3,affinity
375,0,1,1,0,1,0,0,2,0,2,6,2,0,29035,12,48,7,11,622,0,no_claim,single,no_damage,250,350000,2,crosssell
376,0,0,0,1,0,0,1,2,0,1,2,5,0,12258,4,53,8,3,705,0,no_claim,single,potential_damage,100,150000,0,website
377,0,0,0,0,1,0,0,2,0,2,4,3,0,33866,7,25,7,1,634,0,no_claim,single,no_damage,250,250000,1,agent
378,0,1,0,0,0,0,2,1,0,2,4,4,0,46575,11,36,1,7,704,0,no_claim,single,severe_damage,250,250000,2,crosssell
379,0,1,0,0,0,1,1,2,0,2,4,2,0,6224,4,40,2,13,691,0,no_claim,married,potential_damage,250,250000,3,affinity
380,0,0,0,0,0,0,0,1,0,3,3,1,0,21956,12,30,0,1,788,0,no_claim,single,no_damage,500,200000,0,website
381,0,0,1,0,0,1,1,5,0,2,1,1,0,80325,2,36,6,2,561,0,no_claim,married,potential_damage,250,100000,2,crosssell
382,0,0,0,0,0,1,0,2,0,2,0,2,0,36333,4,20,9,4,705,0,no_claim,married,no_damage,250,50000,2,crosssell
383,0,1,0,0,0,1,0,2,0,3,3,2,0,9155,9,52,1,13,671,0,no_claim,married,no_damage,500,200000,3,affinity
384,0,0,0,0,0,1,1,1,0,2,6,2,0,12607,7,47,15,6,741,0,no_claim,married,potential_damage,250,350000,3,affinity
385,0,0,1,0,0,0,0,4,0,4,4,3,0,13433,4,49,13,4,686,0,no_claim,single,no_damage,1000,250000,3,affinity
386,0,0,1,0,0,0,0,1,0,4,3,0,0,7062,11,37,4,10,563,0,no_claim,single,no_damage,1000,200000,1,agent
387,0,0,0,0,0,0,3,1,0,2,5,3,0,16970,22,47,11,5,629,0,no_claim,single,salvage,250,300000,2,crosssell
388,0,0,0,0,0,1,0,2,0,2,0,0,0,9145,16,50,7,4,640,0,no_claim,married,no_damage,250,50000,3,affinity
389,0,0,1,0,0,0,0,1,0,4,5,4,0,7514,6,26,7,4,619,0,no_claim,single,no_damage,1000,300000,3,affinity
390,0,1,1,1,0,0,0,1,0,1,0,1,0,22292,3,42,5,5,658,0,no_claim,single,no_damage,100,50000,1,agent
391,0,0,0,0,0,1,1,4,0,2,7,1,0,16707,5,31,1,12,760,0,no_claim,married,potential_damage,250,500000,3,affinity
392,0,0,0,0,0,0,0,1,0,3,4,6,0,56846,22,39,14,2,679,0,no_claim,single,no_damage,500,250000,2,crosssell
393,0,0,0,0,1,0,0,1,0,2,3,3,0,8167,4,45,9,3,613,0,no_claim,single,no_damage,250,200000,3,affinity
394,0,0,0,0,0,1,3,1,0,3,0,0,0,59752,1,40,4,5,678,0,no_claim,married,salvage,500,50000,2,crosssell
395,0,0,0,0,1,1,1,1,0,5,1,2,0,8682,5,20,7,3,678,0,no_claim,married,potential_damage,1500,100000,3,affinity
396,0,0,0,1,0,1,0,1,0,2,0,0,0,19862,32,74,15,6,693,0,no_claim,married,no_damage,250,50000,3,affinity
397,0,0,0,0,0,0,0,1,0,1,7,2,0,31914,1,16,9,6,676,0,no_claim,single,no_damage,100,500000,0,website
398,0,0,1,0,0,1,1,1,0,6,7,4,0,13066,20,32,5,1,705,0,no_claim,married,potential_damage,2000,500000,0,website
399,0,0,1,0,0,0,3,1,0,2,7,2,0,27322,13,38,11,3,703,0,no_claim,single,salvage,250,500000,1,agent
400,0,1,1,0,0,0,0,2,0,6,3,0,0,66205,4,45,7,3,756,0,no_claim,single,no_damage,2000,200000,1,agent
401,0,0,0,0,0,2,2,1,0,1,5,1,0,14743,19,18,7,2,719,0,no_claim,divorced,severe_damage,100,300000,0,website
402,0,0,1,0,0,0,0,1,0,6,5,1,0,12519,1,73,13,0,568,0,no_claim,single,no_damage,2000,300000,1,agent
403,0,0,0,0,0,0,0,1,0,3,3,0,0,38532,16,38,12,2,682,0,no_claim,single,no_damage,500,200000,0,website
404,0,0,1,0,1,1,0,4,0,2,2,2,0,8329,4,26,14,1,804,0,no_claim,married,no_damage,250,150000,1,agent
405,0,0,1,0,0,0,1,2,0,1,0,2,0,34668,2,38,9,0,639,0,no_claim,single,potential_damage,100,50000,1,agent
406,0,0,0,0,0,2,0,1,0,3,3,0,0,20775,7,50,10,3,594,0,no_claim,divorced,no_damage,500,200000,1,agent
407,0,1,1,0,0,0,0,1,0,5,3,4,0,18133,2,83,1,4,691,0,no_claim,single,no_damage,1500,200000,0,website
408,0,0,0,0,0,1,1,1,0,2,4,0,0,6592,28,70,2,5,672,0,no_claim,married,potential_damage,250,250000,2,crosssell
409,0,0,0,0,0,0,0,1,0,1,3,2,0,9671,17,37,2,3,717,0,no_claim,single,no_damage,100,200000,2,crosssell
410,0,0,0,0,0,1,2,1,0,2,1,1,0,9579,2,35,4,4,748,0,no_claim,married,severe_damage,250,100000,0,website
411,0,0,0,0,0,1,1,1,0,6,6,0,0,15317,31,37,2,1,744,0,no_claim,married,potential_damage,2000,350000,0,website
412,0,0,0,0,0,0,0,1,0,0,2,0,0,8988,59,39,3,3,637,0,no_claim,single,no_damage,0,150000,2,crosssell
413,0,0,0,0,0,0,0,2,0,1,3,2,0,31738,22,37,14,4,711,0,no_claim,single,no_damage,100,200000,2,crosssell
414,0,0,0,0,0,0,0,1,0,0,2,1,0,15072,58,53,4,4,603,0,no_claim,single,no_damage,0,150000,2,crosssell
